M,N,approximate_entropy_bits,approximate_peak,approximate_top2_gap,compiled_cx,compiled_cx_saving,compiled_depth,compiled_depth_saving,cp_saving,cutoff,cutoff_cp,d,distribution_m_shot_bound,distribution_tv,distribution_tv_certified,entropy_broadening_bits,exact_cp,exact_entropy_bits,exact_peak,exact_top2_gap,fraction_change_on_low_probability_outcomes,hellinger_affinity,hellinger_certified,hellinger_product_bound,m,model,omitted_layers,one_register_operator_error,original_certified,original_m_shot_bound,original_per_shot_bound,peak_torus_displacement,phase_triangle_bound,product_operator_error,product_triangle_bound,q,state_certified,state_m_shot_bound,state_norm_error,state_trace_bound,top2_gap_change
16,65,7.780400497509454,"[0, 0]",0.0,24,12,24,4,6,1,6,2,0.5611892510179066,0.08016989300255808,False,0.14891984540371972,12,7.631480652105735,"[0, 0]",0.0,0.5136833712042834,0.9905568622227843,False,0.3526866909026566,7,B_exact_finite_discrete_gaussian,2,1.66293922460509,False,1.0,1.0,0.0,1.9634954084936207,1.9999999999999991,3.9269908169872414,4,False,1.0,1.0136701155164527,0.7023091645211349,0.0
16,65,7.631480652105735,"[0, 0]",0.0,32,4,28,0,2,2,10,2,3.2634485391813683e-16,4.662069341687669e-17,True,0.0,12,7.631480652105735,"[0, 0]",0.0,0.2186046511627907,1.0,True,0.0,7,B_exact_finite_discrete_gaussian,1,0.3901806440322565,False,1.0,1.0,0.0,0.39269908169872414,0.7653668647301796,0.7853981633974483,4,False,1.0,0.30542877834698373,0.2369330985230224,0.0
16,65,7.631480652105735,"[0, 0]",0.0,36,0,28,0,0,3,12,2,0.0,0.0,True,0.0,12,7.631480652105735,"[0, 0]",0.0,0.0,1.0,True,0.0,7,B_exact_finite_discrete_gaussian,0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,4,True,3.7608830523860343e-07,0.0,5.3726900748371916e-08,0.0
16,85,4.0,"[0, 0]",0.0,12,24,6,22,12,0,0,2,2.8908517875875333e-33,4.1297882679821904e-34,True,0.0,12,4.0,"[0, 0]",0.0,0.9999999999999998,1.0,True,0.0,7,A_uniform_hard_box,3,1.9957178464772065,False,1.0,1.0,0.0,6.675884388878311,1.999999999999999,13.351768777756622,4,False,1.0,1.1944775825843843,0.9248533725603422,0.0
16,85,4.0,"[0, 0]",0.0,24,12,24,4,6,1,6,2,2.3724370890145802e-33,3.3891958414494e-34,True,0.0,12,4.0,"[0, 0]",0.0,1.0,1.0,True,0.0,7,A_uniform_hard_box,2,1.66293922460509,False,1.0,1.0,0.0,1.9634954084936207,1.9999999999999991,3.9269908169872414,4,False,1.0,0.3826834323650895,0.33141357403559524,0.0
16,85,4.0,"[0, 0]",0.0,32,4,28,0,2,2,10,2,1.0894739270015162e-33,1.5563913242878803e-34,True,0.0,12,4.0,"[0, 0]",0.0,1.0,1.0,True,0.0,7,A_uniform_hard_box,1,0.3901806440322565,False,1.0,1.0,0.0,0.39269908169872414,0.7653668647301796,0.7853981633974483,4,True,3.7608830523860343e-07,2.9718601073337316e-17,5.3726900748371916e-08,0.0
16,85,4.0,"[0, 0]",0.0,36,0,28,0,0,3,12,2,0.0,0.0,True,0.0,12,4.0,"[0, 0]",0.0,0.0,1.0,True,0.0,7,A_uniform_hard_box,0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,4,True,3.7608830523860343e-07,0.0,5.3726900748371916e-08,0.0
16,85,7.814648216944207,"[0, 0]",0.0,12,24,6,22,12,0,0,2,1.0,0.1822801213593045,False,-0.07225270233630354,12,7.88690091928051,"[0, 0]",0.0,0.5906516334478281,0.9708227869991664,False,0.58255319227394,7,B_exact_finite_discrete_gaussian,3,1.9957178464772065,False,1.0,1.0,0.0,6.675884388878311,1.999999999999999,13.351768777756622,4,False,1.0,1.3170753022964126,0.9820751886650121,0.0
16,85,7.899807197642065,"[0, 0]",0.0,24,12,24,4,6,1,6,2,0.09734360672900119,0.013906229532714455,False,0.012906278361555223,12,7.88690091928051,"[0, 0]",0.0,0.49999999999999956,0.9994657465376993,False,0.0863344083309376,7,B_exact_finite_discrete_gaussian,2,1.66293922460509,False,1.0,1.0,0.0,1.9634954084936207,1.9999999999999991,3.9269908169872414,4,False,1.0,0.9882679575589614,0.700724137782488,0.0
16,85,7.88690091928051,"[0, 0]",0.0,32,4,28,0,2,2,10,2,2.3071822230491534e-16,3.2959746043559335e-17,True,0.0,12,7.88690091928051,"[0, 0]",0.0,0.5789473684210527,1.0,True,0.0,7,B_exact_finite_discrete_gaussian,1,0.3901806440322565,False,1.0,1.0,0.0,0.39269908169872414,0.7653668647301796,0.7853981633974483,4,False,1.0,0.3047512133937558,0.23664069031709312,0.0
16,85,7.88690091928051,"[0, 0]",0.0,36,0,28,0,0,3,12,2,0.0,0.0,True,0.0,12,7.88690091928051,"[0, 0]",0.0,0.0,1.0,True,0.0,7,B_exact_finite_discrete_gaussian,0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,4,True,3.7608830523860343e-07,0.0,5.3726900748371916e-08,0.0
16,95,6.925068482947241,"[0, 0]",0.0,12,24,6,22,12,0,0,2,1.0,0.5629997531179902,False,0.7812808318331186,12,6.143787651114122,"[0, 0]",0.0,0.5292796613775574,0.7118156460004401,False,0.9957041485380816,7,A_uniform_hard_box,3,1.9957178464772065,False,1.0,1.0,0.0,6.675884388878311,1.999999999999999,13.351768777756622,4,False,1.0,1.397025881985331,0.9989801289603143,0.0
16,95,6.758794861741341,"[0, 0]",0.0,24,12,24,4,6,1,6,2,1.0,0.24626458582104765,False,0.6150072106272191,12,6.143787651114122,"[0, 0]",0.0,0.5270123968928202,0.928256010317132,False,0.8045781683241029,7,A_uniform_hard_box,2,1.66293922460509,False,1.0,1.0,0.0,1.9634954084936207,1.9999999999999991,3.9269908169872414,4,False,1.0,1.0706597069673889,0.7185204861194768,0.0
16,95,6.260716991322239,"[0, 0]",0.0,32,4,28,0,2,2,10,2,0.24426690677620239,0.03489527239660034,False,0.11692934020811663,12,6.143787651114122,"[0, 0]",0.0,0.578443915110416,0.9949496371705213,False,0.26159178644963604,7,A_uniform_hard_box,1,0.3901806440322565,False,1.0,1.0,0.0,0.39269908169872414,0.7653668647301796,0.7853981633974483,4,False,1.0,0.3061078289887673,0.237224626847969,0.0
16,95,6.143787651114122,"[0, 0]",0.0,36,0,28,0,0,3,12,2,0.0,0.0,True,0.0,12,6.143787651114122,"[0, 0]",0.0,0.0,1.0,True,0.0,7,A_uniform_hard_box,0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,4,True,3.90285278967285e-07,0.0,5.5755039852469285e-08,0.0
16,95,7.96045802260705,"[0, 0]",0.0,12,24,6,22,12,0,0,2,1.0,0.14530273601875332,False,0.036755135624776614,12,7.923702886982273,"[0, 0]",0.0,0.5180053381645187,0.9826663143090357,False,0.4659811710345192,7,B_exact_finite_discrete_gaussian,3,1.9957178464772065,False,1.0,1.0,0.0,6.675884388878311,1.999999999999999,13.351768777756622,4,False,1.0,1.3455046507007833,0.9839414476315361,0.0
16,95,7.960973566371395,"[0, 0]",0.0,24,12,24,4,6,1,6,2,0.391927533450443,0.05598964763577757,False,0.03727067938912221,12,7.923702886982273,"[0, 0]",0.0,0.5215562748074006,0.9974637010586287,False,0.18689220663182624,7,B_exact_finite_discrete_gaussian,2,1.66293922460509,False,1.0,1.0,0.0,1.9634954084936207,1.9999999999999991,3.9269908169872414,4,False,1.0,1.0135834987931656,0.7014737770895983,0.0
16,95,7.930518704426095,"[0, 0]",0.0,32,4,28,0,2,2,10,2,0.059452346105767453,0.008493192300823921,False,0.006815817443822425,12,7.923702886982273,"[0, 0]",0.0,0.5318849729667028,0.9999262390955697,True,0.03212721131702043,7,B_exact_finite_discrete_gaussian,1,0.3901806440322565,False,1.0,1.0,0.0,0.39269908169872414,0.7653668647301796,0.7853981633974483,4,False,1.0,0.3054285791309794,0.23693283380020927,0.0
16,95,7.923702886982273,"[0, 0]",0.0,36,0,28,0,0,3,12,2,0.0,0.0,True,0.0,12,7.923702886982273,"[0, 0]",0.0,0.0,1.0,True,0.0,7,B_exact_finite_discrete_gaussian,0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,4,True,3.90285278967285e-07,0.0,5.5755039852469285e-08,0.0
16,115,7.218813194546167,"[0, 0]",0.0,12,24,6,22,12,0,0,2,1.0,0.562385161923886,False,0.9127993010512458,12,6.306013893494921,"[0, 0]",0.0,0.5070202449816176,0.7373440090119439,False,0.9929549398845824,7,A_uniform_hard_box,3,1.9957178464772065,False,1.0,1.0,0.0,6.675884388878311,1.999999999999999,13.351768777756622,4,False,1.0,1.4251171135730953,0.9992757519349301,0.0
16,115,7.022983035689794,"[0, 0]",0.0,24,12,24,4,6,1,6,2,1.0,0.25716109109154606,False,0.7169691421948734,12,6.306013893494921,"[0, 0]",0.0,0.5262886605240361,0.9237956939585379,False,0.8187444150688334,7,A_uniform_hard_box,2,1.66293922460509,False,1.0,1.0,0.0,1.9634954084936207,1.9999999999999991,3.9269908169872414,4,False,1.0,1.06560967641874,0.7090364454491761,0.0
16,115,6.437230776575355,"[0, 0]",0.0,32,4,28,0,2,2,10,2,0.2534305655245088,0.03620436650350126,False,0.1312168830804339,12,6.306013893494921,"[0, 0]",0.0,0.5893947540883653,0.9936634929932091,False,0.29180188991734374,7,A_uniform_hard_box,1,0.3901806440322565,False,1.0,1.0,0.0,0.39269908169872414,0.7653668647301796,0.7853981633974483,4,False,1.0,0.3061078289887673,0.23722462684796805,0.0
16,115,6.306013893494921,"[0, 0]",0.0,36,0,28,0,0,3,12,2,0.0,0.0,True,0.0,12,6.306013893494921,"[0, 0]",0.0,0.0,1.0,True,0.0,7,A_uniform_hard_box,0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,4,True,3.7608830523860343e-07,0.0,5.3726900748371916e-08,0.0
16,115,7.9417244669959075,"[0, 0]",0.0,12,24,6,22,12,0,0,2,1.0,0.2303007120394827,False,0.15734551193338042,12,7.784378955062527,"[0, 0]",0.0,0.5157175919887037,0.9582812216423973,False,0.6703111026528626,7,B_exact_finite_discrete_gaussian,3,1.9957178464772065,False,1.0,1.0,0.0,6.675884388878311,1.999999999999999,13.351768777756622,4,False,1.0,1.344384583642696,0.9819437245735009,0.0
16,115,7.9325562355470876,"[0, 0]",0.0,24,12,24,4,6,1,6,2,0.8467847658348714,0.12096925226212449,False,0.14817728048456047,12,7.784378955062527,"[0, 0]",0.0,0.5063227170921646,0.9861191264475511,False,0.4215873057309707,7,B_exact_finite_discrete_gaussian,2,1.66293922460509,False,1.0,1.0,0.0,1.9634954084936207,1.9999999999999991,3.9269908169872414,4,False,1.0,1.0135769534577472,0.7014580516841165,0.0
16,115,7.816894879301978,"[0, 0]",0.0,32,4,28,0,2,2,10,2,0.12344683073769909,0.017635261533957013,False,0.032515924239451266,12,7.784378955062527,"[0, 0]",0.0,0.5012204784317938,0.999548879302539,False,0.07935492260443976,7,B_exact_finite_discrete_gaussian,1,0.3901806440322565,False,1.0,1.0,0.0,0.39269908169872414,0.7653668647301796,0.7853981633974483,4,False,1.0,0.3054285791309794,0.2369328338002088,0.0
16,115,7.784378955062527,"[0, 0]",0.0,36,0,28,0,0,3,12,2,0.0,0.0,True,0.0,12,7.784378955062527,"[0, 0]",0.0,0.0,1.0,True,0.0,7,B_exact_finite_discrete_gaussian,0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,4,True,3.90285278967285e-07,0.0,5.5755039852469285e-08,0.0
16,119,6.898070695799195,"[0, 0]",0.0,12,24,6,22,12,0,0,2,1.0,0.4102233085424146,False,0.4950452697235459,12,6.403025426075649,"[12, 2]",0.0,0.5229877594825029,0.8450400554524116,False,0.9514803165537156,7,A_uniform_hard_box,3,1.9957178464772065,False,1.0,1.0,0.2795084971874737,6.675884388878311,1.999999999999999,13.351768777756622,4,False,1.0,1.381633328682413,0.9945726230353011,0.0
16,119,6.705424506503375,"[0, 0]",0.0,24,12,24,4,6,1,6,2,1.0,0.14854418341487696,False,0.3023990804277261,12,6.403025426075649,"[12, 2]",0.0,0.4945876099326371,0.96990801604143,False,0.5899405870577021,7,A_uniform_hard_box,2,1.66293922460509,False,1.0,1.0,0.2795084971874737,1.9634954084936207,1.9999999999999991,3.9269908169872414,4,False,1.0,1.0467975939740275,0.7448187874755877,0.0
16,119,6.452054384936186,"[12, 2]",0.0,32,4,28,0,2,2,10,2,0.10458571738162979,0.014940816768804255,False,0.049028958860537486,12,6.403025426075649,"[12, 2]",0.0,0.5279694902807548,0.9990411399359564,False,0.11550192379988312,7,A_uniform_hard_box,1,0.3901806440322565,False,1.0,1.0,0.0,0.39269908169872414,0.7653668647301796,0.7853981633974483,4,False,1.0,0.3201449214152366,0.25556851576392475,0.0
16,119,6.403025426075649,"[12, 2]",0.0,36,0,28,0,0,3,12,2,0.0,0.0,True,0.0,12,6.403025426075649,"[12, 2]",0.0,0.0,1.0,True,0.0,7,A_uniform_hard_box,0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,4,True,3.29851264077107e-07,0.0,4.712160915387242e-08,0.0
16,119,7.97357079302853,"[0, 0]",0.0,12,24,6,22,12,0,0,2,0.8296910935527035,0.11852729907895765,False,0.007169249178560655,12,7.966401543849969,"[12, 2]",0.0,0.5001540372003258,0.989350124098032,False,0.37310069281272,7,B_exact_finite_discrete_gaussian,3,1.9957178464772065,False,1.0,1.0,0.2795084971874737,6.675884388878311,1.999999999999999,13.351768777756622,4,False,1.0,1.3466729690695318,0.982591049881331,0.0
16,119,7.97588830284652,"[0, 0]",0.0,24,12,24,4,6,1,6,2,0.14419041201585733,0.02059863028797962,False,0.009486758996550826,12,7.966401543849969,"[12, 2]",0.0,0.5234908817438325,0.9995753613203511,False,0.07699714550095126,7,B_exact_finite_discrete_gaussian,2,1.66293922460509,False,1.0,1.0,0.2795084971874737,1.9634954084936207,1.9999999999999991,3.9269908169872414,4,False,1.0,1.0135834357350912,0.7014740441870475,0.0
16,119,7.9667606687600685,"[12, 2]",0.0,32,4,28,0,2,2,10,2,0.010094458560055874,0.0014420655085794105,True,0.00035912491009959524,12,7.966401543849969,"[12, 2]",0.0,0.40953847659267756,0.999997522039431,True,0.005889897215123007,7,B_exact_finite_discrete_gaussian,1,0.3901806440322565,False,1.0,1.0,0.0,0.39269908169872414,0.7653668647301796,0.7853981633974483,4,False,1.0,0.3054287783469838,0.23693309852302194,0.0
16,119,7.966401543849969,"[12, 2]",0.0,36,0,28,0,0,3,12,2,0.0,0.0,True,0.0,12,7.966401543849969,"[12, 2]",0.0,0.0,1.0,True,0.0,7,B_exact_finite_discrete_gaussian,0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,4,True,3.7608830523860343e-07,0.0,5.3726900748371916e-08,0.0
16,133,7.292133084784678,"[0, 0]",0.013916015624999993,12,24,6,22,12,0,0,2,1.0,0.5461561766814909,False,0.7382057591616,12,6.553927325623078,"[0, 0]",0.0029485542508026694,0.5065009560357451,0.7621355035548376,False,0.9887833483446585,7,A_uniform_hard_box,3,1.9957178464772065,False,1.0,1.0,0.0,6.675884388878311,1.999999999999999,13.351768777756622,4,False,1.0,1.464089334753191,0.9939657893767704,0.010967461374197324
16,133,7.230491155138859,"[0, 0]",0.01153564453125,24,12,24,4,6,1,6,2,1.0,0.2534399017719188,False,0.6765638295157812,12,6.553927325623078,"[0, 0]",0.0029485542508026694,0.5191827883193113,0.9383684017080676,False,0.7678419078717358,7,A_uniform_hard_box,2,1.66293922460509,False,1.0,1.0,0.0,1.9634954084936207,1.9999999999999991,3.9269908169872414,4,False,1.0,1.0627412706139183,0.7003670489164501,0.00858709028044733
16,133,6.669248721492333,"[0, 0]",0.004779607613585826,32,4,28,0,2,2,10,2,0.23042484869113683,0.03291783552730526,False,0.11532139586925538,12,6.553927325623078,"[0, 0]",0.0029485542508026694,0.5627380423273685,0.9968430721210347,False,0.20808993309434293,7,A_uniform_hard_box,1,0.3901806440322565,False,1.0,1.0,0.0,0.39269908169872414,0.7653668647301796,0.7853981633974483,4,False,1.0,0.30610782898876726,0.23722462684796852,0.0018310533627831568
16,133,6.553927325623078,"[0, 0]",0.0029485542508026694,36,0,28,0,0,3,12,2,0.0,0.0,True,0.0,12,6.553927325623078,"[0, 0]",0.0029485542508026694,0.0,1.0,True,0.0,7,A_uniform_hard_box,0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,4,True,2.5550169049921996e-07,0.0,3.650024149988857e-08,0.0
16,133,7.989263884263994,"[0, 0]",0.00018994290851679762,12,24,6,22,12,0,0,2,0.7308311262094912,0.10440444660135588,False,0.03232796686121997,12,7.956935917402774,"[0, 0]",1.4761542171581356e-05,0.5020045739287361,0.9916778267068425,False,0.33228448165580715,7,B_exact_finite_discrete_gaussian,3,1.9957178464772065,False,1.0,1.0,0.0,6.675884388878311,1.999999999999999,13.351768777756622,4,False,1.0,1.3440055073182988,0.9818599252531252,0.00017518136634521626
16,133,7.984297281213443,"[0, 0]",0.0001939211004693825,24,12,24,4,6,1,6,2,0.3407685911936317,0.04868122731337596,False,0.02736136381066956,12,7.956935917402774,"[0, 0]",1.4761542171581356e-05,0.49985604990887705,0.9980204497939726,False,0.16540833361410606,7,B_exact_finite_discrete_gaussian,2,1.66293922460509,False,1.0,1.0,0.0,1.9634954084936207,1.9999999999999991,3.9269908169872414,4,False,1.0,1.0135769531677308,0.7014580488882173,0.00017915955829780113
16,133,7.963057619562379,"[0, 0]",5.6798697592621954e-05,32,4,28,0,2,2,10,2,0.056513484463307354,0.008073354923329622,False,0.006121702159605391,12,7.956935917402774,"[0, 0]",1.4761542171581356e-05,0.5000000000000054,0.9999345569191818,True,0.030262410659883433,7,B_exact_finite_discrete_gaussian,1,0.3901806440322565,False,1.0,1.0,0.0,0.39269908169872414,0.7653668647301796,0.7853981633974483,4,False,1.0,0.3054285791309795,0.2369328338002088,4.20371554210406e-05
16,133,7.956935917402774,"[0, 0]",1.4761542171581356e-05,36,0,28,0,0,3,12,2,0.0,0.0,True,0.0,12,7.956935917402774,"[0, 0]",1.4761542171581356e-05,0.0,1.0,True,0.0,7,B_exact_finite_discrete_gaussian,0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,4,True,3.7608830523860343e-07,0.0,5.3726900748371916e-08,0.0
16,161,7.135502290896039,"[0, 0]",0.007324218750000007,12,24,6,22,12,0,0,2,1.0,0.5009481765150883,False,0.46096484277894056,12,6.674537448117098,"[0, 0]",0.0014024890747429963,0.5330549626686338,0.784747651315038,False,0.9830611375943799,7,A_uniform_hard_box,3,1.9957178464772065,False,1.0,1.0,0.0,6.675884388878311,1.999999999999999,13.351768777756622,4,False,1.0,1.4412251273737622,0.9945721399361918,0.005921729675257011
16,161,7.122516128543072,"[0, 0]",0.0036621093749999965,24,12,24,4,6,1,6,2,1.0,0.1884359334553114,False,0.4479786804259742,12,6.674537448117098,"[0, 0]",0.0014024890747429963,0.5007983943424533,0.9621249818947738,False,0.6461995293085733,7,A_uniform_hard_box,2,1.66293922460509,False,1.0,1.0,0.0,1.9634954084936207,1.9999999999999991,3.9269908169872414,4,False,1.0,1.0626297824125157,0.6990794188115373,0.002259620300257
16,161,6.7630513160632795,"[0, 0]",0.0023954889722291664,32,4,28,0,2,2,10,2,0.2036547164114658,0.029093530915923684,False,0.08851386794618143,12,6.674537448117098,"[0, 0]",0.0014024890747429963,0.5582128401663612,0.9977844858452773,False,0.17485553703879617,7,A_uniform_hard_box,1,0.3901806440322565,False,1.0,1.0,0.0,0.39269908169872414,0.7653668647301796,0.7853981633974483,4,False,1.0,0.3061078289887672,0.2372246268479697,0.00099299989748617
16,161,6.674537448117098,"[0, 0]",0.0014024890747429963,36,0,28,0,0,3,12,2,0.0,0.0,True,0.0,12,6.674537448117098,"[0, 0]",0.0014024890747429963,0.0,1.0,True,0.0,7,A_uniform_hard_box,0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,4,True,2.759733673550507e-07,0.0,3.942476676500724e-08,0.0
16,161,7.966934970443614,"[0, 0]",8.963725117508425e-06,12,24,6,22,12,0,0,2,0.6806175817137617,0.09723108310196596,False,0.019058030201672516,12,7.947876940241941,"[0, 0]",1.5145931718625258e-06,0.5231446209694172,0.9922595901226756,False,0.32105893398022356,7,B_exact_finite_discrete_gaussian,3,1.9957178464772065,False,1.0,1.0,0.0,6.675884388878311,1.999999999999999,13.351768777756622,4,False,1.0,1.3439747332002263,0.9818745393110535,7.4491319456459e-06
16,161,7.972394910350202,"[0, 0]",5.466671578130758e-06,24,12,24,4,6,1,6,2,0.27670081670607416,0.03952868810086774,False,0.024517970108260734,12,7.947876940241941,"[0, 0]",1.5145931718625258e-06,0.49991836665467415,0.998246242681265,False,0.1558033085028959,7,B_exact_finite_discrete_gaussian,2,1.66293922460509,False,1.0,1.0,0.0,1.9634954084936207,1.9999999999999991,3.9269908169872414,4,False,1.0,1.0135769531677299,0.7014580488882082,3.952078406268232e-06
16,161,7.951755407376195,"[0, 0]",2.91385818582731e-06,32,4,28,0,2,2,10,2,0.03294499928883532,0.004706428469833617,True,0.0038784671342542154,12,7.947876940241941,"[0, 0]",1.5145931718625258e-06,0.4994893445984968,0.9999714761896957,True,0.019981474279964412,7,B_exact_finite_discrete_gaussian,1,0.3901806440322565,False,1.0,1.0,0.0,0.39269908169872414,0.7653668647301796,0.7853981633974483,4,False,1.0,0.30542857913097937,0.2369328338002088,1.3992650139647844e-06
16,161,7.947876940241941,"[0, 0]",1.5145931718625258e-06,36,0,28,0,0,3,12,2,0.0,0.0,True,0.0,12,7.947876940241941,"[0, 0]",1.5145931718625258e-06,0.0,1.0,True,0.0,7,B_exact_finite_discrete_gaussian,0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,4,True,3.4595092434417904e-07,0.0,4.9421560620597e-08,0.0
32,55,7.6188222565563715,"[0, 0]",0.0,12,40,6,30,20,0,0,2,1.0,0.6846711717648164,False,2.003034409151863,20,5.615787847404508,"[0, 0]",0.0,0.5166580312709846,0.5001601657431263,False,0.9999693448062984,7,A_uniform_hard_box,4,1.9983478729659827,False,1.0,1.0,0.0,9.62112750161874,,19.24225500323748,5,,,,,0.0
32,55,7.164392907442007,"[0, 0]",0.0,28,24,30,6,12,1,8,2,1.0,0.4172504874939392,False,1.5486050600374988,20,5.615787847404508,"[0, 0]",0.0,0.5198343965219706,0.8093331023704647,False,0.9737891261394712,7,A_uniform_hard_box,3,1.9995793502381647,False,1.0,1.0,0.0,3.3379421944391554,,6.675884388878311,5,,,,,0.0
32,55,6.0522725388084275,"[0, 0]",0.0,40,12,36,0,6,2,14,2,0.691387667924407,0.09876966684634385,False,0.4364846914039191,20,5.615787847404508,"[0, 0]",0.0,0.554724667076316,0.9694604955148811,False,0.5934886700571841,7,A_uniform_hard_box,2,0.942793473651995,False,1.0,1.0,0.0,0.9817477042468103,,1.9634954084936207,5,,,,,0.0
32,55,5.67012023042256,"[0, 0]",0.0,48,4,36,0,2,3,18,2,0.08093046318254907,0.011561494740364152,False,0.054332383018051544,20,5.615787847404508,"[0, 0]",0.0,0.6083602219184288,0.9980869441856912,False,0.16264155782025452,7,A_uniform_hard_box,1,0.19603428065912118,False,1.0,0.7853981633974483,0.0,0.19634954084936207,,0.39269908169872414,5,,,,,0.0
32,55,5.615787847404508,"[0, 0]",0.0,52,0,36,0,0,4,20,2,0.0,0.0,True,0.0,20,5.615787847404508,"[0, 0]",0.0,0.0,1.0,True,0.0,7,A_uniform_hard_box,0,0.0,True,0.0,0.0,0.0,0.0,,0.0,5,,,,,0.0
32,55,9.836164330112993,"[0, 0]",0.0,12,40,6,30,20,0,0,2,1.0,0.3648607277746113,False,0.26720583803785125,20,9.568958492075142,"[0, 0]",0.0,0.5101297833275328,0.8911662034784229,False,0.8948403101192991,7,B_exact_finite_discrete_gaussian,4,1.9983478729659827,False,1.0,1.0,0.0,9.62112750161874,,19.24225500323748,5,,,,,0.0
32,55,9.90197253667247,"[0, 0]",0.0,28,24,30,6,12,1,8,2,1.0,0.2567607569203075,False,0.33301404459732886,20,9.568958492075142,"[0, 0]",0.0,0.49612355066575275,0.9427789184647208,False,0.7494889591437093,7,B_exact_finite_discrete_gaussian,3,1.9995793502381647,False,1.0,1.0,0.0,3.3379421944391554,,6.675884388878311,5,,,,,0.0
32,55,9.688755866906064,"[0, 0]",0.0,40,12,36,0,6,2,14,2,0.3659739223280156,0.05228198890400223,False,0.11979737483092201,20,9.568958492075142,"[0, 0]",0.0,0.5301843290975676,0.9954658043572819,False,0.24827683843650017,7,B_exact_finite_discrete_gaussian,2,0.942793473651995,False,1.0,1.0,0.0,0.9817477042468103,,1.9634954084936207,5,,,,,0.0
32,55,9.58630656508101,"[0, 0]",0.0,48,4,36,0,2,3,18,2,0.0402382420613126,0.005748320294473228,True,0.01734807300586816,20,9.568958492075142,"[0, 0]",0.0,0.5165919169486444,0.9998882023712389,True,0.03954781825252247,7,B_exact_finite_discrete_gaussian,1,0.19603428065912118,False,1.0,0.7853981633974483,0.0,0.19634954084936207,,0.39269908169872414,5,,,,,0.0
32,55,9.568958492075142,"[0, 0]",0.0,52,0,36,0,0,4,20,2,0.0,0.0,True,0.0,20,9.568958492075142,"[0, 0]",0.0,0.0,1.0,True,0.0,7,B_exact_finite_discrete_gaussian,0,0.0,True,0.0,0.0,0.0,0.0,,0.0,5,,,,,0.0
