L_minus_L0_candidate_success_rate,N,all_basis_diagnostic_factor_success_rate,claim_prefix_candidate_count_mean,claim_prefix_length_mean,claim_prefix_rejected_nonrelation_rows_mean,factor_success_rate,method,model,trials,valid_L_relation_success_rate
0.0,2881,0.0,3.0,3.0,0.0,0.0,short_relation_rejection_only,C_theoretical_noisy_dual,32,1.0
0.0,2881,0.0,0.875,10.0,9.125,0.0,subgroup_overlap_only,A_uniform_hard_box,32,0.875
0.0,2881,0.0,1.0,10.0,9.0,0.0,subgroup_overlap_only,B_exact_gaussian_state,32,1.0
0.0,2881,0.0,3.0,3.0,0.0,0.0,subgroup_overlap_only,C_theoretical_noisy_dual,32,1.0
0.0,2911,0.0,0.8125,10.0,9.1875,0.0,complete_selector,A_uniform_hard_box,32,0.8125
0.0,2911,0.0,0.65625,10.0,9.34375,0.0,complete_selector,B_exact_gaussian_state,32,0.65625
1.0,2911,1.0,3.0,3.0,0.0,1.0,complete_selector,C_theoretical_noisy_dual,32,1.0
0.0,2911,0.0,0.4375,10.0,9.5625,0.0,random_coprime_roots,A_uniform_hard_box,32,0.4375
0.0,2911,0.0,0.1875,10.0,9.8125,0.0,random_coprime_roots,B_exact_gaussian_state,32,0.1875
1.0,2911,1.0,3.0,3.0,0.0,1.0,random_coprime_roots,C_theoretical_noisy_dual,32,1.0
0.0,2911,0.0,0.375,10.0,9.625,0.0,regev_small_prime_roots,A_uniform_hard_box,32,0.375
0.0,2911,0.0,0.1875,10.0,9.8125,0.0,regev_small_prime_roots,B_exact_gaussian_state,32,0.1875
1.0,2911,1.0,3.0,3.0,0.0,1.0,regev_small_prime_roots,C_theoretical_noisy_dual,32,1.0
0.0,2911,0.0,0.59375,10.0,9.40625,0.0,residue_deduplication_only,A_uniform_hard_box,32,0.59375
0.0,2911,0.0,0.25,10.0,9.75,0.0,residue_deduplication_only,B_exact_gaussian_state,32,0.25
1.0,2911,1.0,3.0,3.0,0.0,1.0,residue_deduplication_only,C_theoretical_noisy_dual,32,1.0
0.0,2911,0.0,0.28125,10.0,9.71875,0.0,short_relation_rejection_only,A_uniform_hard_box,32,0.28125
0.0,2911,0.0,0.125,10.0,9.875,0.0,short_relation_rejection_only,B_exact_gaussian_state,32,0.125
1.0,2911,1.0,2.9375,3.0,0.0625,1.0,short_relation_rejection_only,C_theoretical_noisy_dual,32,1.0
0.75,2911,0.75,1.125,10.0,8.875,0.75,subgroup_overlap_only,A_uniform_hard_box,32,0.8125
0.96875,2911,0.96875,1.375,10.0,8.625,0.96875,subgroup_overlap_only,B_exact_gaussian_state,32,1.0
1.0,2911,1.0,3.0,3.0,0.0,1.0,subgroup_overlap_only,C_theoretical_noisy_dual,32,1.0
0.0,2993,0.0,0.0,10.0,10.0,0.0,complete_selector,A_uniform_hard_box,32,0.0
0.0,2993,0.0,0.0,10.0,10.0,0.0,complete_selector,B_exact_gaussian_state,32,0.0
1.0,2993,1.0,3.0,3.0,0.0,1.0,complete_selector,C_theoretical_noisy_dual,32,1.0
0.6875,2993,0.6875,0.6875,10.0,9.25,0.6875,random_coprime_roots,A_uniform_hard_box,32,0.6875
0.6875,2993,0.6875,0.6875,10.0,9.3125,0.6875,random_coprime_roots,B_exact_gaussian_state,32,0.6875
1.0,2993,1.0,3.0,3.0,0.0,1.0,random_coprime_roots,C_theoretical_noisy_dual,32,1.0
0.0,2993,0.0,0.0,10.0,10.0,0.0,regev_small_prime_roots,A_uniform_hard_box,32,0.0
0.0,2993,0.0,0.0,10.0,10.0,0.0,regev_small_prime_roots,B_exact_gaussian_state,32,0.0
1.0,2993,1.0,2.90625,3.0,0.09375,1.0,regev_small_prime_roots,C_theoretical_noisy_dual,32,1.0
0.0,2993,0.0,0.0,10.0,10.0,0.0,residue_deduplication_only,A_uniform_hard_box,32,0.0
0.0,2993,0.0,0.0,10.0,10.0,0.0,residue_deduplication_only,B_exact_gaussian_state,32,0.0
1.0,2993,1.0,3.0,3.0,0.0,1.0,residue_deduplication_only,C_theoretical_noisy_dual,32,1.0
0.0,2993,0.0,0.0,10.0,10.0,0.0,short_relation_rejection_only,A_uniform_hard_box,32,0.0
0.0,2993,0.0,0.0,10.0,10.0,0.0,short_relation_rejection_only,B_exact_gaussian_state,32,0.0
1.0,2993,1.0,3.0,3.0,0.0,1.0,short_relation_rejection_only,C_theoretical_noisy_dual,32,1.0
0.0,2993,0.0,0.03125,10.0,9.96875,0.0,subgroup_overlap_only,A_uniform_hard_box,32,0.03125
0.0,2993,0.0,0.0,10.0,10.0,0.0,subgroup_overlap_only,B_exact_gaussian_state,32,0.0
0.96875,2993,0.96875,2.9375,3.0,0.0625,0.96875,subgroup_overlap_only,C_theoretical_noisy_dual,32,1.0
0.15625,3053,0.15625,0.15625,10.0,9.84375,0.15625,complete_selector,A_uniform_hard_box,32,0.15625
0.0,3053,0.0,0.0,10.0,10.0,0.0,complete_selector,B_exact_gaussian_state,32,0.0
1.0,3053,1.0,3.0,3.0,0.0,1.0,complete_selector,C_theoretical_noisy_dual,32,1.0
1.0,3053,1.0,1.0,10.0,9.0,1.0,random_coprime_roots,A_uniform_hard_box,32,1.0
1.0,3053,1.0,1.0,10.0,9.0,1.0,random_coprime_roots,B_exact_gaussian_state,32,1.0
1.0,3053,1.0,3.0,3.0,0.0,1.0,random_coprime_roots,C_theoretical_noisy_dual,32,1.0
0.0,3053,0.0,0.4375,10.0,9.53125,0.0,regev_small_prime_roots,A_uniform_hard_box,32,0.4375
0.0,3053,0.0,0.40625,10.0,9.59375,0.0,regev_small_prime_roots,B_exact_gaussian_state,32,0.40625
1.0,3053,1.0,3.0,3.0,0.0,1.0,regev_small_prime_roots,C_theoretical_noisy_dual,32,1.0
0.0,3053,0.0,0.5,10.0,9.5,0.0,residue_deduplication_only,A_uniform_hard_box,32,0.5
0.0,3053,0.0,0.34375,10.0,9.65625,0.0,residue_deduplication_only,B_exact_gaussian_state,32,0.34375
1.0,3053,1.0,3.0,3.0,0.0,1.0,residue_deduplication_only,C_theoretical_noisy_dual,32,1.0
0.0,3053,0.0,0.34375,10.0,9.625,0.0,short_relation_rejection_only,A_uniform_hard_box,32,0.34375
0.0,3053,0.0,0.40625,10.0,9.59375,0.0,short_relation_rejection_only,B_exact_gaussian_state,32,0.40625
1.0,3053,1.0,3.0,3.0,0.0,1.0,short_relation_rejection_only,C_theoretical_noisy_dual,32,1.0
0.15625,3053,0.15625,0.15625,10.0,9.84375,0.15625,subgroup_overlap_only,A_uniform_hard_box,32,0.15625
0.0,3053,0.0,0.0,10.0,10.0,0.0,subgroup_overlap_only,B_exact_gaussian_state,32,0.0
1.0,3053,1.0,3.0,3.0,0.0,1.0,subgroup_overlap_only,C_theoretical_noisy_dual,32,1.0
0.0,3127,0.0,0.84375,10.0,9.15625,0.0,complete_selector,A_uniform_hard_box,32,0.84375
0.0,3127,0.0,0.84375,10.0,9.15625,0.0,complete_selector,B_exact_gaussian_state,32,0.84375
1.0,3127,1.0,3.0,3.0,0.0,1.0,complete_selector,C_theoretical_noisy_dual,32,1.0
0.59375,3127,0.59375,0.59375,10.0,9.40625,0.59375,random_coprime_roots,A_uniform_hard_box,32,0.59375
0.53125,3127,0.53125,0.53125,10.0,9.46875,0.53125,random_coprime_roots,B_exact_gaussian_state,32,0.53125
1.0,3127,1.0,3.0,3.0,0.0,1.0,random_coprime_roots,C_theoretical_noisy_dual,32,1.0
0.0,3127,0.0,0.84375,10.0,9.15625,0.0,regev_small_prime_roots,A_uniform_hard_box,32,0.84375
0.0,3127,0.0,0.78125,10.0,9.1875,0.0,regev_small_prime_roots,B_exact_gaussian_state,32,0.78125
0.96875,3127,0.96875,2.9375,3.0,0.0625,0.96875,regev_small_prime_roots,C_theoretical_noisy_dual,32,1.0
0.0,3127,0.0,0.78125,10.0,9.21875,0.0,residue_deduplication_only,A_uniform_hard_box,32,0.78125
0.0,3127,0.0,0.875,10.0,9.125,0.0,residue_deduplication_only,B_exact_gaussian_state,32,0.875
0.96875,3127,0.96875,2.9375,3.0,0.0625,0.96875,residue_deduplication_only,C_theoretical_noisy_dual,32,1.0
0.0,3127,0.0,0.78125,10.0,9.21875,0.0,short_relation_rejection_only,A_uniform_hard_box,32,0.78125
0.0,3127,0.0,0.71875,10.0,9.28125,0.0,short_relation_rejection_only,B_exact_gaussian_state,32,0.71875
1.0,3127,1.0,3.0,3.0,0.0,1.0,short_relation_rejection_only,C_theoretical_noisy_dual,32,1.0
0.0,3127,0.0,0.84375,10.0,9.15625,0.0,subgroup_overlap_only,A_uniform_hard_box,32,0.84375
0.0,3127,0.0,0.8125,10.0,9.1875,0.0,subgroup_overlap_only,B_exact_gaussian_state,32,0.8125
1.0,3127,1.0,3.0,3.0,0.0,1.0,subgroup_overlap_only,C_theoretical_noisy_dual,32,1.0
0.0,3139,0.0,0.4375,10.0,9.53125,0.0,complete_selector,A_uniform_hard_box,32,0.4375
0.0,3139,0.0,0.1875,10.0,9.8125,0.0,complete_selector,B_exact_gaussian_state,32,0.1875
1.0,3139,1.0,3.0,3.0,0.0,1.0,complete_selector,C_theoretical_noisy_dual,32,1.0
0.0,3139,0.0,0.9375,10.0,9.0625,0.0,random_coprime_roots,A_uniform_hard_box,32,0.9375
0.0,3139,0.0,0.96875,10.0,9.03125,0.0,random_coprime_roots,B_exact_gaussian_state,32,0.96875
1.0,3139,1.0,3.0,3.0,0.0,1.0,random_coprime_roots,C_theoretical_noisy_dual,32,1.0
0.53125,3139,0.53125,0.53125,10.0,9.4375,0.53125,regev_small_prime_roots,A_uniform_hard_box,32,0.53125
0.34375,3139,0.34375,0.34375,10.0,9.59375,0.34375,regev_small_prime_roots,B_exact_gaussian_state,32,0.34375
1.0,3139,1.0,2.9375,3.0,0.0625,1.0,regev_small_prime_roots,C_theoretical_noisy_dual,32,1.0
0.59375,3139,0.59375,0.59375,10.0,9.40625,0.59375,residue_deduplication_only,A_uniform_hard_box,32,0.59375
0.6875,3139,0.6875,0.6875,10.0,9.3125,0.6875,residue_deduplication_only,B_exact_gaussian_state,32,0.6875
1.0,3139,1.0,3.0,3.0,0.0,1.0,residue_deduplication_only,C_theoretical_noisy_dual,32,1.0
0.53125,3139,0.53125,0.53125,10.0,9.46875,0.53125,short_relation_rejection_only,A_uniform_hard_box,32,0.53125
0.4375,3139,0.4375,0.4375,10.0,9.5625,0.4375,short_relation_rejection_only,B_exact_gaussian_state,32,0.4375
1.0,3139,1.0,3.0,3.0,0.0,1.0,short_relation_rejection_only,C_theoretical_noisy_dual,32,1.0
0.0,3139,0.0,0.40625,10.0,9.59375,0.0,subgroup_overlap_only,A_uniform_hard_box,32,0.40625
0.0,3139,0.0,0.28125,10.0,9.71875,0.0,subgroup_overlap_only,B_exact_gaussian_state,32,0.28125
0.96875,3139,0.96875,2.9375,3.0,0.0625,0.96875,subgroup_overlap_only,C_theoretical_noisy_dual,32,1.0
0.125,3149,0.125,0.125,10.0,9.875,0.125,complete_selector,A_uniform_hard_box,32,0.125
0.0,3149,0.0,0.0,10.0,10.0,0.0,complete_selector,B_exact_gaussian_state,32,0.0
1.0,3149,1.0,3.0,3.0,0.0,1.0,complete_selector,C_theoretical_noisy_dual,32,1.0
0.0,3149,0.0,0.125,10.0,9.875,0.0,random_coprime_roots,A_uniform_hard_box,32,0.125
0.0,3149,0.0,0.09375,10.0,9.90625,0.0,random_coprime_roots,B_exact_gaussian_state,32,0.09375
1.0,3149,1.0,3.0,3.0,0.0,1.0,random_coprime_roots,C_theoretical_noisy_dual,32,1.0
0.0,3149,0.0,0.59375,10.0,9.40625,0.0,regev_small_prime_roots,A_uniform_hard_box,32,0.59375
0.0,3149,0.0,0.375,10.0,9.59375,0.0,regev_small_prime_roots,B_exact_gaussian_state,32,0.375
1.0,3149,1.0,3.0,3.0,0.0,1.0,regev_small_prime_roots,C_theoretical_noisy_dual,32,1.0
0.0,3149,0.0,0.5,10.0,9.46875,0.0,residue_deduplication_only,A_uniform_hard_box,32,0.5
0.0,3149,0.0,0.53125,10.0,9.46875,0.0,residue_deduplication_only,B_exact_gaussian_state,32,0.53125
1.0,3149,1.0,3.0,3.0,0.0,1.0,residue_deduplication_only,C_theoretical_noisy_dual,32,1.0
0.0,3149,0.0,0.71875,10.0,9.25,0.0,short_relation_rejection_only,A_uniform_hard_box,32,0.71875
0.0,3149,0.0,0.5625,10.0,9.4375,0.0,short_relation_rejection_only,B_exact_gaussian_state,32,0.5625
1.0,3149,1.0,3.0,3.0,0.0,1.0,short_relation_rejection_only,C_theoretical_noisy_dual,32,1.0
1.0,3149,1.0,1.0,10.0,8.96875,1.0,subgroup_overlap_only,A_uniform_hard_box,32,1.0
1.0,3149,1.0,1.0,10.0,9.0,1.0,subgroup_overlap_only,B_exact_gaussian_state,32,1.0
1.0,3149,1.0,3.0,3.0,0.0,1.0,subgroup_overlap_only,C_theoretical_noisy_dual,32,1.0
0.5,3233,0.5,0.5,10.0,9.5,0.5,complete_selector,A_uniform_hard_box,32,0.5
0.625,3233,0.625,0.65625,10.0,9.34375,0.625,complete_selector,B_exact_gaussian_state,32,0.65625
1.0,3233,1.0,2.96875,3.0,0.03125,1.0,complete_selector,C_theoretical_noisy_dual,32,1.0
0.0,3233,0.0,0.0,10.0,10.0,0.0,random_coprime_roots,A_uniform_hard_box,32,0.0
0.0,3233,0.0,0.0,10.0,9.96875,0.0,random_coprime_roots,B_exact_gaussian_state,32,0.0
1.0,3233,1.0,3.0,3.0,0.0,1.0,random_coprime_roots,C_theoretical_noisy_dual,32,1.0
0.0,3233,0.0,0.53125,10.0,9.46875,0.0,regev_small_prime_roots,A_uniform_hard_box,32,0.53125
0.0,3233,0.0,0.1875,10.0,9.8125,0.0,regev_small_prime_roots,B_exact_gaussian_state,32,0.1875
1.0,3233,1.0,2.9375,3.0,0.0625,1.0,regev_small_prime_roots,C_theoretical_noisy_dual,32,1.0
0.0,3233,0.0,0.5,10.0,9.5,0.0,residue_deduplication_only,A_uniform_hard_box,32,0.5
0.0,3233,0.0,0.25,10.0,9.75,0.0,residue_deduplication_only,B_exact_gaussian_state,32,0.25
1.0,3233,1.0,2.9375,3.0,0.0625,1.0,residue_deduplication_only,C_theoretical_noisy_dual,32,1.0
0.0,3233,0.0,0.34375,10.0,9.59375,0.0,short_relation_rejection_only,A_uniform_hard_box,32,0.34375
0.03125,3233,0.03125,0.28125,10.0,9.6875,0.03125,short_relation_rejection_only,B_exact_gaussian_state,32,0.28125
1.0,3233,1.0,2.96875,3.0,0.03125,1.0,short_relation_rejection_only,C_theoretical_noisy_dual,32,1.0
0.5,3233,0.5,0.65625,10.0,9.34375,0.5,subgroup_overlap_only,A_uniform_hard_box,32,0.5625
0.5625,3233,0.5625,0.5625,10.0,9.4375,0.5625,subgroup_overlap_only,B_exact_gaussian_state,32,0.5625
0.96875,3233,0.96875,2.90625,3.0,0.09375,0.96875,subgroup_overlap_only,C_theoretical_noisy_dual,32,1.0
0.0,3337,0.0,0.0,10.0,10.0,0.0,complete_selector,A_uniform_hard_box,32,0.0
0.0,3337,0.0,0.0,10.0,10.0,0.0,complete_selector,B_exact_gaussian_state,32,0.0
1.0,3337,1.0,3.0,3.0,0.0,1.0,complete_selector,C_theoretical_noisy_dual,32,1.0
0.0,3337,0.0,0.0,10.0,10.0,0.0,random_coprime_roots,A_uniform_hard_box,32,0.0
0.0,3337,0.0,0.0,10.0,9.96875,0.0,random_coprime_roots,B_exact_gaussian_state,32,0.0
1.0,3337,1.0,3.0,3.0,0.0,1.0,random_coprime_roots,C_theoretical_noisy_dual,32,1.0
0.0,3337,0.0,0.0,10.0,9.96875,0.0,regev_small_prime_roots,A_uniform_hard_box,32,0.0
0.0,3337,0.0,0.0,10.0,10.0,0.0,regev_small_prime_roots,B_exact_gaussian_state,32,0.0
1.0,3337,1.0,3.0,3.0,0.0,1.0,regev_small_prime_roots,C_theoretical_noisy_dual,32,1.0
0.0,3337,0.0,0.0,10.0,10.0,0.0,residue_deduplication_only,A_uniform_hard_box,32,0.0
0.0,3337,0.0,0.0,10.0,10.0,0.0,residue_deduplication_only,B_exact_gaussian_state,32,0.0
1.0,3337,1.0,3.0,3.0,0.0,1.0,residue_deduplication_only,C_theoretical_noisy_dual,32,1.0
0.0,3337,0.0,0.0,10.0,10.0,0.0,short_relation_rejection_only,A_uniform_hard_box,32,0.0
0.0,3337,0.0,0.0,10.0,10.0,0.0,short_relation_rejection_only,B_exact_gaussian_state,32,0.0
1.0,3337,1.0,3.0,3.0,0.0,1.0,short_relation_rejection_only,C_theoretical_noisy_dual,32,1.0
0.0,3337,0.0,0.0,10.0,10.0,0.0,subgroup_overlap_only,A_uniform_hard_box,32,0.0
0.0,3337,0.0,0.0,10.0,10.0,0.0,subgroup_overlap_only,B_exact_gaussian_state,32,0.0
1.0,3337,1.0,3.0,3.0,0.0,1.0,subgroup_overlap_only,C_theoretical_noisy_dual,32,1.0
0.375,3431,0.375,0.375,10.0,9.625,0.375,complete_selector,A_uniform_hard_box,32,0.375
0.4375,3431,0.4375,0.4375,10.0,9.5625,0.4375,complete_selector,B_exact_gaussian_state,32,0.4375
1.0,3431,1.0,3.0,3.0,0.0,1.0,complete_selector,C_theoretical_noisy_dual,32,1.0
0.84375,3431,0.84375,1.125,10.0,8.84375,0.84375,random_coprime_roots,A_uniform_hard_box,32,0.875
0.875,3431,0.875,0.875,10.0,9.125,0.875,random_coprime_roots,B_exact_gaussian_state,32,0.875
0.96875,3431,0.96875,2.90625,3.0,0.09375,0.96875,random_coprime_roots,C_theoretical_noisy_dual,32,0.96875
0.0,3431,0.0,0.0,10.0,9.96875,0.0,regev_small_prime_roots,A_uniform_hard_box,32,0.0
0.0,3431,0.0,0.03125,10.0,9.96875,0.0,regev_small_prime_roots,B_exact_gaussian_state,32,0.03125
1.0,3431,1.0,3.0,3.0,0.0,1.0,regev_small_prime_roots,C_theoretical_noisy_dual,32,1.0
0.0,3431,0.0,0.0,10.0,10.0,0.0,residue_deduplication_only,A_uniform_hard_box,32,0.0
0.0,3431,0.0,0.03125,10.0,9.96875,0.0,residue_deduplication_only,B_exact_gaussian_state,32,0.03125
1.0,3431,1.0,2.96875,3.0,0.03125,1.0,residue_deduplication_only,C_theoretical_noisy_dual,32,1.0
0.0,3431,0.0,0.03125,10.0,9.96875,0.0,short_relation_rejection_only,A_uniform_hard_box,32,0.03125
0.0,3431,0.0,0.0,10.0,10.0,0.0,short_relation_rejection_only,B_exact_gaussian_state,32,0.0
1.0,3431,1.0,3.0,3.0,0.0,1.0,short_relation_rejection_only,C_theoretical_noisy_dual,32,1.0
0.3125,3431,0.3125,0.3125,10.0,9.6875,0.3125,subgroup_overlap_only,A_uniform_hard_box,32,0.3125
0.34375,3431,0.34375,0.34375,10.0,9.65625,0.34375,subgroup_overlap_only,B_exact_gaussian_state,32,0.34375
1.0,3431,1.0,3.0,3.0,0.0,1.0,subgroup_overlap_only,C_theoretical_noisy_dual,32,1.0
0.0,3551,0.0,0.09375,10.0,9.90625,0.0,complete_selector,A_uniform_hard_box,32,0.09375
0.0,3551,0.0,0.0,10.0,10.0,0.0,complete_selector,B_exact_gaussian_state,32,0.0
1.0,3551,1.0,3.0,3.0,0.0,1.0,complete_selector,C_theoretical_noisy_dual,32,1.0
0.71875,3551,0.71875,0.71875,10.0,9.28125,0.71875,random_coprime_roots,A_uniform_hard_box,32,0.71875
0.65625,3551,0.65625,0.65625,10.0,9.34375,0.65625,random_coprime_roots,B_exact_gaussian_state,32,0.65625
1.0,3551,1.0,3.0,3.0,0.0,1.0,random_coprime_roots,C_theoretical_noisy_dual,32,1.0
0.0,3551,0.0,0.1875,10.0,9.78125,0.0,regev_small_prime_roots,A_uniform_hard_box,32,0.1875
0.0,3551,0.0,0.03125,10.0,9.96875,0.0,regev_small_prime_roots,B_exact_gaussian_state,32,0.03125
1.0,3551,1.0,3.0,3.0,0.0,1.0,regev_small_prime_roots,C_theoretical_noisy_dual,32,1.0
0.0,3551,0.0,0.1875,10.0,9.8125,0.0,residue_deduplication_only,A_uniform_hard_box,32,0.1875
0.0,3551,0.0,0.03125,10.0,9.96875,0.0,residue_deduplication_only,B_exact_gaussian_state,32,0.03125
0.96875,3551,0.96875,2.9375,3.0,0.0625,0.96875,residue_deduplication_only,C_theoretical_noisy_dual,32,1.0
0.0,3551,0.0,0.3125,10.0,9.65625,0.0,short_relation_rejection_only,A_uniform_hard_box,32,0.3125
0.0,3551,0.0,0.03125,10.0,9.96875,0.0,short_relation_rejection_only,B_exact_gaussian_state,32,0.03125
1.0,3551,1.0,3.0,3.0,0.0,1.0,short_relation_rejection_only,C_theoretical_noisy_dual,32,1.0
0.0,3551,0.0,0.03125,10.0,9.96875,0.0,subgroup_overlap_only,A_uniform_hard_box,32,0.03125
0.0,3551,0.0,0.0,10.0,10.0,0.0,subgroup_overlap_only,B_exact_gaussian_state,32,0.0
1.0,3551,1.0,3.0,3.0,0.0,1.0,subgroup_overlap_only,C_theoretical_noisy_dual,32,1.0
0.15625,3599,0.15625,0.15625,10.0,9.84375,0.15625,complete_selector,A_uniform_hard_box,32,0.15625
0.09375,3599,0.09375,0.09375,10.0,9.90625,0.09375,complete_selector,B_exact_gaussian_state,32,0.09375
1.0,3599,1.0,3.0,3.0,0.0,1.0,complete_selector,C_theoretical_noisy_dual,32,1.0
0.0,3599,0.0,0.0625,10.0,9.9375,0.0,random_coprime_roots,A_uniform_hard_box,32,0.0625
0.0,3599,0.0,0.0,10.0,10.0,0.0,random_coprime_roots,B_exact_gaussian_state,32,0.0
0.96875,3599,0.96875,2.9375,3.0,0.0625,0.96875,random_coprime_roots,C_theoretical_noisy_dual,32,1.0
1.0,3599,1.0,1.03125,10.0,8.9375,1.0,regev_small_prime_roots,A_uniform_hard_box,32,1.0
1.0,3599,1.0,1.0,10.0,9.0,1.0,regev_small_prime_roots,B_exact_gaussian_state,32,1.0
1.0,3599,1.0,3.0,3.0,0.0,1.0,regev_small_prime_roots,C_theoretical_noisy_dual,32,1.0
0.96875,3599,0.96875,1.03125,10.0,8.9375,0.96875,residue_deduplication_only,A_uniform_hard_box,32,1.0
1.0,3599,1.0,1.0,10.0,9.0,1.0,residue_deduplication_only,B_exact_gaussian_state,32,1.0
1.0,3599,1.0,2.9375,3.0,0.0625,1.0,residue_deduplication_only,C_theoretical_noisy_dual,32,1.0
0.875,3599,0.875,0.875,10.0,9.125,0.875,short_relation_rejection_only,A_uniform_hard_box,32,0.875
0.90625,3599,0.90625,0.90625,10.0,9.09375,0.90625,short_relation_rejection_only,B_exact_gaussian_state,32,0.90625
1.0,3599,1.0,2.96875,3.0,0.03125,1.0,short_relation_rejection_only,C_theoretical_noisy_dual,32,1.0
0.15625,3599,0.15625,0.15625,10.0,9.78125,0.15625,subgroup_overlap_only,A_uniform_hard_box,32,0.15625
0.09375,3599,0.09375,0.09375,10.0,9.90625,0.09375,subgroup_overlap_only,B_exact_gaussian_state,32,0.09375
1.0,3599,1.0,3.0,3.0,0.0,1.0,subgroup_overlap_only,C_theoretical_noisy_dual,32,1.0
0.0,3763,0.0,0.1875,10.0,9.8125,0.0,complete_selector,A_uniform_hard_box,32,0.1875
0.0,3763,0.0,0.0625,10.0,9.9375,0.0,complete_selector,B_exact_gaussian_state,32,0.0625
1.0,3763,1.0,3.0,3.0,0.0,1.0,complete_selector,C_theoretical_noisy_dual,32,1.0
0.0,3763,0.0,0.8125,10.0,9.1875,0.0,random_coprime_roots,A_uniform_hard_box,32,0.8125
0.0,3763,0.0,0.875,10.0,9.125,0.0,random_coprime_roots,B_exact_gaussian_state,32,0.875
1.0,3763,1.0,3.0,3.0,0.0,1.0,random_coprime_roots,C_theoretical_noisy_dual,32,1.0
0.0,3763,0.0,0.15625,10.0,9.8125,0.0,regev_small_prime_roots,A_uniform_hard_box,32,0.15625
0.0,3763,0.0,0.03125,10.0,9.96875,0.0,regev_small_prime_roots,B_exact_gaussian_state,32,0.03125
1.0,3763,1.0,3.0,3.0,0.0,1.0,regev_small_prime_roots,C_theoretical_noisy_dual,32,1.0
0.0,3763,0.0,0.28125,10.0,9.71875,0.0,residue_deduplication_only,A_uniform_hard_box,32,0.28125
0.0,3763,0.0,0.09375,10.0,9.90625,0.0,residue_deduplication_only,B_exact_gaussian_state,32,0.09375
0.96875,3763,0.96875,2.96875,3.0,0.03125,0.96875,residue_deduplication_only,C_theoretical_noisy_dual,32,1.0
0.0,3763,0.0,0.1875,10.0,9.8125,0.0,short_relation_rejection_only,A_uniform_hard_box,32,0.15625
0.0,3763,0.0,0.09375,10.0,9.90625,0.0,short_relation_rejection_only,B_exact_gaussian_state,32,0.09375
1.0,3763,1.0,3.0,3.0,0.0,1.0,short_relation_rejection_only,C_theoretical_noisy_dual,32,1.0
0.0,3763,0.0,0.0625,10.0,9.9375,0.0,subgroup_overlap_only,A_uniform_hard_box,32,0.0625
0.0,3763,0.0,0.03125,10.0,9.96875,0.0,subgroup_overlap_only,B_exact_gaussian_state,32,0.03125
1.0,3763,1.0,3.0,3.0,0.0,1.0,subgroup_overlap_only,C_theoretical_noisy_dual,32,1.0
