algorithm,approximation_level,endpoint,exact_task_success_probability,instance_id,measured_tv,resource_controlled_phase,resource_cx,resource_depth,state_specific_certified,task_difference,task_success_probability,worst_case_certified
Regev,4,factor,0.421875,115:A_uniform_hard_box:M32,0.7299673710608141,20,40,30,False,-0.359375,0.0625,False
Regev,3,L_minus_L0,0.421875,115:A_uniform_hard_box:M32,0.4320339383956716,12,24,6,False,-0.328125,0.09375,False
Regev,3,factor,0.421875,115:A_uniform_hard_box:M32,0.4320339383956716,12,24,6,False,-0.328125,0.09375,False
Regev,2,L_minus_L0,0.421875,115:A_uniform_hard_box:M32,0.0969361756715133,6,12,0,False,-0.15625,0.265625,False
Regev,2,factor,0.421875,115:A_uniform_hard_box:M32,0.0969361756715133,6,12,0,False,-0.15625,0.265625,False
Regev,1,L_minus_L0,0.421875,115:A_uniform_hard_box:M32,0.0116063414905208,2,4,0,False,0.0,0.421875,False
Regev,1,factor,0.421875,115:A_uniform_hard_box:M32,0.0116063414905208,2,4,0,False,0.0,0.421875,False
Regev,0,L_minus_L0,0.421875,115:A_uniform_hard_box:M32,0.0,0,0,0,True,0.0,0.421875,True
Regev,0,factor,0.421875,115:A_uniform_hard_box:M32,0.0,0,0,0,True,0.0,0.421875,True
Regev,4,L_minus_L0,0.09375,115:B_exact_finite_discrete_gaussian:M32,0.2592076317148962,20,40,30,False,-0.078125,0.015625,False
Regev,4,factor,0.09375,115:B_exact_finite_discrete_gaussian:M32,0.2592076317148962,20,40,30,False,-0.078125,0.015625,False
Regev,3,L_minus_L0,0.09375,115:B_exact_finite_discrete_gaussian:M32,0.185906248008413,12,24,6,False,-0.0625,0.03125,False
Regev,3,factor,0.09375,115:B_exact_finite_discrete_gaussian:M32,0.185906248008413,12,24,6,False,-0.0625,0.03125,False
Regev,2,L_minus_L0,0.09375,115:B_exact_finite_discrete_gaussian:M32,0.0407379069077184,6,12,0,False,-0.03125,0.0625,False
Regev,2,factor,0.09375,115:B_exact_finite_discrete_gaussian:M32,0.0407379069077184,6,12,0,False,-0.03125,0.0625,False
Regev,1,L_minus_L0,0.09375,115:B_exact_finite_discrete_gaussian:M32,0.0045510956287631,2,4,0,True,0.015625,0.109375,False
Regev,1,factor,0.09375,115:B_exact_finite_discrete_gaussian:M32,0.0045510956287631,2,4,0,True,0.015625,0.109375,False
Regev,0,L_minus_L0,0.09375,115:B_exact_finite_discrete_gaussian:M32,0.0,0,0,0,True,0.0,0.09375,True
Regev,0,factor,0.09375,115:B_exact_finite_discrete_gaussian:M32,0.0,0,0,0,True,0.0,0.09375,True
Regev,2,L_minus_L0,0.0,119:A_uniform_hard_box:M8,0.201391989008219,6,12,14,False,0.0,0.0,False
Regev,2,factor,0.0,119:A_uniform_hard_box:M8,0.201391989008219,6,12,14,False,0.0,0.0,False
Regev,1,L_minus_L0,0.0,119:A_uniform_hard_box:M8,0.0390625,2,4,2,False,0.0,0.0,False
Regev,1,factor,0.0,119:A_uniform_hard_box:M8,0.0390625,2,4,2,False,0.0,0.0,False
Regev,0,L_minus_L0,0.0,119:A_uniform_hard_box:M8,0.0,0,0,0,True,0.0,0.0,True
Regev,0,factor,0.0,119:A_uniform_hard_box:M8,0.0,0,0,0,True,0.0,0.0,True
Regev,2,L_minus_L0,0.0,119:B_exact_finite_discrete_gaussian:M8,0.0252239256973616,6,12,14,False,0.0,0.0,False
Regev,2,factor,0.0,119:B_exact_finite_discrete_gaussian:M8,0.0252239256973616,6,12,14,False,0.0,0.0,False
Regev,1,L_minus_L0,0.0,119:B_exact_finite_discrete_gaussian:M8,0.005213092330709,2,4,2,True,0.0,0.0,False
Regev,1,factor,0.0,119:B_exact_finite_discrete_gaussian:M8,0.005213092330709,2,4,2,True,0.0,0.0,False
Regev,0,L_minus_L0,0.0,119:B_exact_finite_discrete_gaussian:M8,0.0,0,0,0,True,0.0,0.0,True
Regev,0,factor,0.0,119:B_exact_finite_discrete_gaussian:M8,0.0,0,0,0,True,0.0,0.0,True
Regev,3,L_minus_L0,0.0,119:A_uniform_hard_box:M16,0.4102233085424146,12,24,22,False,0.0,0.0,False
Regev,3,factor,0.0,119:A_uniform_hard_box:M16,0.4102233085424146,12,24,22,False,0.0,0.0,False
Regev,2,L_minus_L0,0.0,119:A_uniform_hard_box:M16,0.1485441834148769,6,12,4,False,0.0,0.0,False
Regev,2,factor,0.0,119:A_uniform_hard_box:M16,0.1485441834148769,6,12,4,False,0.0,0.0,False
Regev,1,L_minus_L0,0.0,119:A_uniform_hard_box:M16,0.0149408167688042,2,4,0,False,0.0,0.0,False
Regev,1,factor,0.0,119:A_uniform_hard_box:M16,0.0149408167688042,2,4,0,False,0.0,0.0,False
Regev,0,L_minus_L0,0.0,119:A_uniform_hard_box:M16,0.0,0,0,0,True,0.0,0.0,True
Regev,0,factor,0.0,119:A_uniform_hard_box:M16,0.0,0,0,0,True,0.0,0.0,True
Regev,3,L_minus_L0,0.0,119:B_exact_finite_discrete_gaussian:M16,0.1185272990789576,12,24,22,False,0.0,0.0,False
Regev,3,factor,0.0,119:B_exact_finite_discrete_gaussian:M16,0.1185272990789576,12,24,22,False,0.0,0.0,False
Regev,2,L_minus_L0,0.0,119:B_exact_finite_discrete_gaussian:M16,0.0205986302879796,6,12,4,False,0.0,0.0,False
Regev,2,factor,0.0,119:B_exact_finite_discrete_gaussian:M16,0.0205986302879796,6,12,4,False,0.0,0.0,False
Regev,1,L_minus_L0,0.0,119:B_exact_finite_discrete_gaussian:M16,0.0014420655085794,2,4,0,True,0.0,0.0,False
Regev,1,factor,0.0,119:B_exact_finite_discrete_gaussian:M16,0.0014420655085794,2,4,0,True,0.0,0.0,False
Regev,0,L_minus_L0,0.0,119:B_exact_finite_discrete_gaussian:M16,0.0,0,0,0,True,0.0,0.0,True
Regev,0,factor,0.0,119:B_exact_finite_discrete_gaussian:M16,0.0,0,0,0,True,0.0,0.0,True
Regev,4,L_minus_L0,0.0,119:A_uniform_hard_box:M32,0.5786949187470891,20,40,30,False,0.0,0.0,False
Regev,4,factor,0.0,119:A_uniform_hard_box:M32,0.5786949187470891,20,40,30,False,0.0,0.0,False
Regev,3,L_minus_L0,0.0,119:A_uniform_hard_box:M32,0.2795015556367773,12,24,6,False,0.0,0.0,False
Regev,3,factor,0.0,119:A_uniform_hard_box:M32,0.2795015556367773,12,24,6,False,0.0,0.0,False
Regev,2,L_minus_L0,0.0,119:A_uniform_hard_box:M32,0.057553732460411,6,12,0,False,0.0,0.0,False
Regev,2,factor,0.0,119:A_uniform_hard_box:M32,0.057553732460411,6,12,0,False,0.0,0.0,False
Regev,1,L_minus_L0,0.0,119:A_uniform_hard_box:M32,0.0055887424923258,2,4,0,True,0.0,0.0,False
Regev,1,factor,0.0,119:A_uniform_hard_box:M32,0.0055887424923258,2,4,0,True,0.0,0.0,False
Regev,0,L_minus_L0,0.0,119:A_uniform_hard_box:M32,0.0,0,0,0,True,0.0,0.0,True
Regev,0,factor,0.0,119:A_uniform_hard_box:M32,0.0,0,0,0,True,0.0,0.0,True
Regev,4,L_minus_L0,0.0,119:B_exact_finite_discrete_gaussian:M32,0.1228684870659683,20,40,30,False,0.0,0.0,False
Regev,4,factor,0.0,119:B_exact_finite_discrete_gaussian:M32,0.1228684870659683,20,40,30,False,0.0,0.0,False
Regev,3,L_minus_L0,0.0,119:B_exact_finite_discrete_gaussian:M32,0.0556474371470788,12,24,6,False,0.0,0.0,False
Regev,3,factor,0.0,119:B_exact_finite_discrete_gaussian:M32,0.0556474371470788,12,24,6,False,0.0,0.0,False
Regev,2,L_minus_L0,0.0,119:B_exact_finite_discrete_gaussian:M32,0.0071226900989446,6,12,0,True,0.0,0.0,False
Regev,2,factor,0.0,119:B_exact_finite_discrete_gaussian:M32,0.0071226900989446,6,12,0,True,0.0,0.0,False
Regev,1,L_minus_L0,0.0,119:B_exact_finite_discrete_gaussian:M32,0.0003571184370275,2,4,0,True,0.0,0.0,False
Regev,1,factor,0.0,119:B_exact_finite_discrete_gaussian:M32,0.0003571184370275,2,4,0,True,0.0,0.0,False
Regev,0,L_minus_L0,0.0,119:B_exact_finite_discrete_gaussian:M32,0.0,0,0,0,True,0.0,0.0,True
Regev,0,factor,0.0,119:B_exact_finite_discrete_gaussian:M32,0.0,0,0,0,True,0.0,0.0,True
Regev,2,L_minus_L0,0.0,133:A_uniform_hard_box:M8,0.2503420785404726,6,12,14,False,0.0,0.0,False
Regev,2,factor,0.0,133:A_uniform_hard_box:M8,0.2503420785404726,6,12,14,False,0.0,0.0,False
Regev,1,L_minus_L0,0.0,133:A_uniform_hard_box:M8,0.0706545785404726,2,4,2,False,0.0,0.0,False
Regev,1,factor,0.0,133:A_uniform_hard_box:M8,0.0706545785404726,2,4,2,False,0.0,0.0,False
Regev,0,L_minus_L0,0.0,133:A_uniform_hard_box:M8,0.0,0,0,0,True,0.0,0.0,True
Regev,0,factor,0.0,133:A_uniform_hard_box:M8,0.0,0,0,0,True,0.0,0.0,True
Regev,2,L_minus_L0,0.0,133:B_exact_finite_discrete_gaussian:M8,0.0803407871061355,6,12,14,False,0.0,0.0,False
Regev,2,factor,0.0,133:B_exact_finite_discrete_gaussian:M8,0.0803407871061355,6,12,14,False,0.0,0.0,False
Regev,1,L_minus_L0,0.0,133:B_exact_finite_discrete_gaussian:M8,0.0265574758009717,2,4,2,False,0.0,0.0,False
Regev,1,factor,0.0,133:B_exact_finite_discrete_gaussian:M8,0.0265574758009717,2,4,2,False,0.0,0.0,False
Regev,0,L_minus_L0,0.0,133:B_exact_finite_discrete_gaussian:M8,0.0,0,0,0,True,0.0,0.0,True
Regev,0,factor,0.0,133:B_exact_finite_discrete_gaussian:M8,0.0,0,0,0,True,0.0,0.0,True
Regev,3,L_minus_L0,0.0,133:A_uniform_hard_box:M16,0.5461561766814909,12,24,22,False,0.0,0.0,False
Regev,3,factor,0.0,133:A_uniform_hard_box:M16,0.5461561766814909,12,24,22,False,0.0,0.0,False
Regev,2,L_minus_L0,0.0,133:A_uniform_hard_box:M16,0.2534399017719188,6,12,4,False,0.0,0.0,False
Regev,2,factor,0.0,133:A_uniform_hard_box:M16,0.2534399017719188,6,12,4,False,0.0,0.0,False
Regev,1,L_minus_L0,0.0,133:A_uniform_hard_box:M16,0.0329178355273052,2,4,0,False,0.0,0.0,False
Regev,1,factor,0.0,133:A_uniform_hard_box:M16,0.0329178355273052,2,4,0,False,0.0,0.0,False
Regev,0,L_minus_L0,0.0,133:A_uniform_hard_box:M16,0.0,0,0,0,True,0.0,0.0,True
Regev,0,factor,0.0,133:A_uniform_hard_box:M16,0.0,0,0,0,True,0.0,0.0,True
Regev,3,L_minus_L0,0.0,133:B_exact_finite_discrete_gaussian:M16,0.1044044466013558,12,24,22,False,0.0,0.0,False
Regev,3,factor,0.0,133:B_exact_finite_discrete_gaussian:M16,0.1044044466013558,12,24,22,False,0.0,0.0,False
Regev,2,L_minus_L0,0.0,133:B_exact_finite_discrete_gaussian:M16,0.0486812273133759,6,12,4,False,0.0,0.0,False
Regev,2,factor,0.0,133:B_exact_finite_discrete_gaussian:M16,0.0486812273133759,6,12,4,False,0.0,0.0,False
Regev,1,L_minus_L0,0.0,133:B_exact_finite_discrete_gaussian:M16,0.0080733549233296,2,4,0,False,0.0,0.0,False
Regev,1,factor,0.0,133:B_exact_finite_discrete_gaussian:M16,0.0080733549233296,2,4,0,False,0.0,0.0,False
Regev,0,L_minus_L0,0.0,133:B_exact_finite_discrete_gaussian:M16,0.0,0,0,0,True,0.0,0.0,True
Regev,0,factor,0.0,133:B_exact_finite_discrete_gaussian:M16,0.0,0,0,0,True,0.0,0.0,True
Regev,4,L_minus_L0,0.0,133:A_uniform_hard_box:M32,0.7510477917498516,20,40,30,False,0.0,0.0,False
Regev,4,factor,0.0,133:A_uniform_hard_box:M32,0.7510477917498516,20,40,30,False,0.0,0.0,False
Regev,3,L_minus_L0,0.0,133:A_uniform_hard_box:M32,0.4281395976192805,12,24,6,False,0.0,0.0,False
Regev,3,factor,0.0,133:A_uniform_hard_box:M32,0.4281395976192805,12,24,6,False,0.0,0.0,False
Regev,2,L_minus_L0,0.0,133:A_uniform_hard_box:M32,0.0931777991326528,6,12,0,False,0.0,0.0,False
Regev,2,factor,0.0,133:A_uniform_hard_box:M32,0.0931777991326528,6,12,0,False,0.0,0.0,False
Regev,1,L_minus_L0,0.0,133:A_uniform_hard_box:M32,0.0105270754994125,2,4,0,False,0.0,0.0,False
Regev,1,factor,0.0,133:A_uniform_hard_box:M32,0.0105270754994125,2,4,0,False,0.0,0.0,False
Regev,0,L_minus_L0,0.0,133:A_uniform_hard_box:M32,0.0,0,0,0,True,0.0,0.0,True
Regev,0,factor,0.0,133:A_uniform_hard_box:M32,0.0,0,0,0,True,0.0,0.0,True
Regev,4,L_minus_L0,0.0,133:B_exact_finite_discrete_gaussian:M32,0.1144151865823757,20,40,30,False,0.0,0.0,False
Regev,4,factor,0.0,133:B_exact_finite_discrete_gaussian:M32,0.1144151865823757,20,40,30,False,0.0,0.0,False
Regev,3,L_minus_L0,0.0,133:B_exact_finite_discrete_gaussian:M32,0.0793987226302499,12,24,6,False,0.0,0.0,False
Regev,3,factor,0.0,133:B_exact_finite_discrete_gaussian:M32,0.0793987226302499,12,24,6,False,0.0,0.0,False
Regev,2,L_minus_L0,0.0,133:B_exact_finite_discrete_gaussian:M32,0.0161442146469472,6,12,0,False,0.0,0.0,False
Regev,2,factor,0.0,133:B_exact_finite_discrete_gaussian:M32,0.0161442146469472,6,12,0,False,0.0,0.0,False
Regev,1,L_minus_L0,0.0,133:B_exact_finite_discrete_gaussian:M32,0.0020792924777583,2,4,0,True,0.0,0.0,False
Regev,1,factor,0.0,133:B_exact_finite_discrete_gaussian:M32,0.0020792924777583,2,4,0,True,0.0,0.0,False
Regev,0,L_minus_L0,0.0,133:B_exact_finite_discrete_gaussian:M32,0.0,0,0,0,True,0.0,0.0,True
Regev,0,factor,0.0,133:B_exact_finite_discrete_gaussian:M32,0.0,0,0,0,True,0.0,0.0,True
Regev,2,L_minus_L0,0.0,161:A_uniform_hard_box:M8,0.1557017579882935,6,12,14,False,0.0,0.0,False
Regev,2,factor,0.0,161:A_uniform_hard_box:M8,0.1557017579882935,6,12,14,False,0.0,0.0,False
Regev,1,L_minus_L0,0.0,161:A_uniform_hard_box:M8,0.0477316409765871,2,4,2,False,0.0,0.0,False
Regev,1,factor,0.0,161:A_uniform_hard_box:M8,0.0477316409765871,2,4,2,False,0.0,0.0,False
Regev,0,L_minus_L0,0.0,161:A_uniform_hard_box:M8,0.0,0,0,0,True,0.0,0.0,True
Regev,0,factor,0.0,161:A_uniform_hard_box:M8,0.0,0,0,0,True,0.0,0.0,True
Regev,2,L_minus_L0,0.0,161:B_exact_finite_discrete_gaussian:M8,0.072583995333447,6,12,14,False,0.0,0.0,False
Regev,2,factor,0.0,161:B_exact_finite_discrete_gaussian:M8,0.072583995333447,6,12,14,False,0.0,0.0,False
Regev,1,L_minus_L0,0.0,161:B_exact_finite_discrete_gaussian:M8,0.0176288351268928,2,4,2,False,0.0,0.0,False
Regev,1,factor,0.0,161:B_exact_finite_discrete_gaussian:M8,0.0176288351268928,2,4,2,False,0.0,0.0,False
Regev,0,L_minus_L0,0.0,161:B_exact_finite_discrete_gaussian:M8,0.0,0,0,0,True,0.0,0.0,True
Regev,0,factor,0.0,161:B_exact_finite_discrete_gaussian:M8,0.0,0,0,0,True,0.0,0.0,True
Regev,3,L_minus_L0,0.0,161:A_uniform_hard_box:M16,0.5009481765150883,12,24,22,False,0.0,0.0,False
Regev,3,factor,0.0,161:A_uniform_hard_box:M16,0.5009481765150883,12,24,22,False,0.0,0.0,False
Regev,2,L_minus_L0,0.0,161:A_uniform_hard_box:M16,0.1884359334553114,6,12,4,False,0.0,0.0,False
Regev,2,factor,0.0,161:A_uniform_hard_box:M16,0.1884359334553114,6,12,4,False,0.0,0.0,False
Regev,1,L_minus_L0,0.0,161:A_uniform_hard_box:M16,0.0290935309159236,2,4,0,False,0.0,0.0,False
Regev,1,factor,0.0,161:A_uniform_hard_box:M16,0.0290935309159236,2,4,0,False,0.0,0.0,False
Regev,0,L_minus_L0,0.0,161:A_uniform_hard_box:M16,0.0,0,0,0,True,0.0,0.0,True
Regev,0,factor,0.0,161:A_uniform_hard_box:M16,0.0,0,0,0,True,0.0,0.0,True
Regev,3,L_minus_L0,0.0,161:B_exact_finite_discrete_gaussian:M16,0.0972310831019659,12,24,22,False,0.0,0.0,False
Regev,3,factor,0.0,161:B_exact_finite_discrete_gaussian:M16,0.0972310831019659,12,24,22,False,0.0,0.0,False
Regev,2,L_minus_L0,0.0,161:B_exact_finite_discrete_gaussian:M16,0.0395286881008677,6,12,4,False,0.0,0.0,False
Regev,2,factor,0.0,161:B_exact_finite_discrete_gaussian:M16,0.0395286881008677,6,12,4,False,0.0,0.0,False
Regev,1,L_minus_L0,0.0,161:B_exact_finite_discrete_gaussian:M16,0.0047064284698336,2,4,0,True,0.0,0.0,False
Regev,1,factor,0.0,161:B_exact_finite_discrete_gaussian:M16,0.0047064284698336,2,4,0,True,0.0,0.0,False
Regev,0,L_minus_L0,0.0,161:B_exact_finite_discrete_gaussian:M16,0.0,0,0,0,True,0.0,0.0,True
Regev,0,factor,0.0,161:B_exact_finite_discrete_gaussian:M16,0.0,0,0,0,True,0.0,0.0,True
Regev,4,L_minus_L0,0.0,161:A_uniform_hard_box:M32,0.7079470475811114,20,40,30,False,0.0,0.0,False
Regev,4,factor,0.0,161:A_uniform_hard_box:M32,0.7079470475811114,20,40,30,False,0.0,0.0,False
Regev,3,L_minus_L0,0.0,161:A_uniform_hard_box:M32,0.3834054633388389,12,24,6,False,0.0,0.0,False
Regev,3,factor,0.0,161:A_uniform_hard_box:M32,0.3834054633388389,12,24,6,False,0.0,0.0,False
Regev,2,L_minus_L0,0.0,161:A_uniform_hard_box:M32,0.0834709482870286,6,12,0,False,0.0,0.0,False
Regev,2,factor,0.0,161:A_uniform_hard_box:M32,0.0834709482870286,6,12,0,False,0.0,0.0,False
Regev,1,L_minus_L0,0.0,161:A_uniform_hard_box:M32,0.0105006894324762,2,4,0,False,0.0,0.0,False
Regev,1,factor,0.0,161:A_uniform_hard_box:M32,0.0105006894324762,2,4,0,False,0.0,0.0,False
Regev,0,L_minus_L0,0.0,161:A_uniform_hard_box:M32,0.0,0,0,0,True,0.0,0.0,True
Regev,0,factor,0.0,161:A_uniform_hard_box:M32,0.0,0,0,0,True,0.0,0.0,True
Regev,4,L_minus_L0,0.0,161:B_exact_finite_discrete_gaussian:M32,0.1309440189138012,20,40,30,False,0.0,0.0,False
Regev,4,factor,0.0,161:B_exact_finite_discrete_gaussian:M32,0.1309440189138012,20,40,30,False,0.0,0.0,False
Regev,3,L_minus_L0,0.0,161:B_exact_finite_discrete_gaussian:M32,0.0762556916489248,12,24,6,False,0.0,0.0,False
Regev,3,factor,0.0,161:B_exact_finite_discrete_gaussian:M32,0.0762556916489248,12,24,6,False,0.0,0.0,False
Regev,2,L_minus_L0,0.0,161:B_exact_finite_discrete_gaussian:M32,0.012053379824268,6,12,0,False,0.0,0.0,False
Regev,2,factor,0.0,161:B_exact_finite_discrete_gaussian:M32,0.012053379824268,6,12,0,False,0.0,0.0,False
Regev,1,L_minus_L0,0.0,161:B_exact_finite_discrete_gaussian:M32,0.0011653092022814,2,4,0,True,0.0,0.0,False
Regev,1,factor,0.0,161:B_exact_finite_discrete_gaussian:M32,0.0011653092022814,2,4,0,True,0.0,0.0,False
Regev,0,L_minus_L0,0.0,161:B_exact_finite_discrete_gaussian:M32,0.0,0,0,0,True,0.0,0.0,True
Regev,0,factor,0.0,161:B_exact_finite_discrete_gaussian:M32,0.0,0,0,0,True,0.0,0.0,True
