N,absolute_change_near_cf_boundary,approximate_factor_acceptance_mass,approximate_mass_near_cf_boundary,approximate_order_acceptance_mass,base,cf_boundary_fraction,clean_distribution_tv,compiled_cx,compiled_cx_saving,compiled_depth,compiled_depth_saving,controlled_phase,controlled_phase_saving,cutoff,distribution_certified,distribution_m_shot_bound,distribution_tv,exact_controlled_phase,exact_factor_acceptance_mass,exact_mass_near_cf_boundary,exact_order_acceptance_mass,fraction_change_near_cf_boundary,hellinger_affinity,hellinger_certified,hellinger_product_bound,instance_id,known_factors_used,known_order_used_by_decoder,loss_budget,omitted_layers,order_dependent_approximate_mean_valid_phase_distance,order_dependent_exact_mean_valid_phase_distance,phase_modulus,phase_qubits,readout_bitflip_probability,shots,state_certified,state_m_shot_bound,state_norm_error,state_trace_distance,worst_case_certified,worst_case_m_shot_bound
35,0.0,0.8307307756478944,0.7928252943882714,0.8307307756478944,2,0.37255859375,0.0,150,0,92,0,66,0,11,True,0.0,0.0,66,0.8307307756478944,0.7928252943882714,0.8307307756478944,0.0,1.0,True,0.0,35:2,False,False,0.05,0,0.00016676448593551496,0.00016676448593551496,4096,12,0.0,4,True,0.0,0.0,0.0,True,0.0
35,0.0,0.8307307756478944,0.7928252943882714,0.8307307756478944,2,0.37255859375,0.0,150,0,92,0,66,0,11,True,0.0,0.0,66,0.8307307756478944,0.7928252943882714,0.8307307756478944,0.0,1.0,True,0.0,35:2,False,False,0.05,0,0.00016676448593551496,0.00016676448593551496,4096,12,0.0,8,True,0.0,0.0,0.0,True,0.0
35,0.0,0.8307307756478944,0.7928252943882714,0.8307307756478944,2,0.37255859375,0.0,150,0,92,0,66,0,11,True,0.0,0.0,66,0.8307307756478944,0.7928252943882714,0.8307307756478944,0.0,1.0,True,0.0,35:2,False,False,0.05,0,0.00016676448593551496,0.00016676448593551496,4096,12,0.0,16,True,0.0,0.0,0.0,True,0.0
35,0.0,0.8184226905693447,0.7735415163062423,0.8184226905693447,2,0.37255859375,0.0,150,0,92,0,66,0,11,True,0.0,0.0,66,0.8184226905693447,0.7735415163062423,0.8184226905693447,0.0,1.0,True,0.0,35:2,False,False,0.05,0,0.0013696225549092505,0.0013696225549092505,4096,12,0.01,4,True,0.0,0.0,0.0,True,0.0
35,0.0,0.8184226905693447,0.7735415163062423,0.8184226905693447,2,0.37255859375,0.0,150,0,92,0,66,0,11,True,0.0,0.0,66,0.8184226905693447,0.7735415163062423,0.8184226905693447,0.0,1.0,True,0.0,35:2,False,False,0.05,0,0.0013696225549092505,0.0013696225549092505,4096,12,0.01,8,True,0.0,0.0,0.0,True,0.0
35,0.0,0.8184226905693447,0.7735415163062423,0.8184226905693447,2,0.37255859375,0.0,150,0,92,0,66,0,11,True,0.0,0.0,66,0.8184226905693447,0.7735415163062423,0.8184226905693447,0.0,1.0,True,0.0,35:2,False,False,0.05,0,0.0013696225549092505,0.0013696225549092505,4096,12,0.01,16,True,0.0,0.0,0.0,True,0.0
35,5.766290608485937e-17,0.8307307756478943,0.7928252943882714,0.8307307756478943,2,0.37255859375,2.990727752967125e-17,148,2,92,0,65,1,10,True,1.19629110118685e-16,2.990727752967125e-17,66,0.8307307756478944,0.7928252943882714,0.8307307756478944,0.9640280033455324,1.0,True,0.0,35:2,False,False,0.05,1,0.00016676448593551496,0.00016676448593551496,4096,12,0.0,4,True,0.0026569324127670253,0.0007669903187426925,0.0006642331031917563,True,0.01227184630308513
35,5.766290608485937e-17,0.8307307756478943,0.7928252943882714,0.8307307756478943,2,0.37255859375,2.990727752967125e-17,148,2,92,0,65,1,10,True,2.3925822023737e-16,2.990727752967125e-17,66,0.8307307756478944,0.7928252943882714,0.8307307756478944,0.9640280033455324,1.0,True,0.0,35:2,False,False,0.05,1,0.00016676448593551496,0.00016676448593551496,4096,12,0.0,8,True,0.005313864825534051,0.0007669903187426925,0.0006642331031917563,True,0.02454369260617026
35,5.766290608485937e-17,0.8307307756478943,0.7928252943882714,0.8307307756478943,2,0.37255859375,2.990727752967125e-17,148,2,92,0,65,1,10,True,4.7851644047474e-16,2.990727752967125e-17,66,0.8307307756478944,0.7928252943882714,0.8307307756478944,0.9640280033455324,1.0,True,0.0,35:2,False,False,0.05,1,0.00016676448593551496,0.00016676448593551496,4096,12,0.0,16,True,0.010627729651068101,0.0007669903187426925,0.0006642331031917563,True,0.04908738521234052
35,6.24788177855921e-17,0.8184226905693446,0.7735415163062423,0.8184226905693446,2,0.37255859375,2.990727752967125e-17,148,2,92,0,65,1,10,True,1.3463101652662433e-16,3.365775413165608e-17,66,0.8184226905693447,0.7735415163062423,0.8184226905693447,0.9281489421605374,1.0,True,0.0,35:2,False,False,0.05,1,0.0013696225549092505,0.0013696225549092505,4096,12,0.01,4,True,0.0026569324127670253,0.0007669903187426925,0.0006642331031917563,True,0.01227184630308513
35,6.24788177855921e-17,0.8184226905693446,0.7735415163062423,0.8184226905693446,2,0.37255859375,2.990727752967125e-17,148,2,92,0,65,1,10,True,2.6926203305324865e-16,3.365775413165608e-17,66,0.8184226905693447,0.7735415163062423,0.8184226905693447,0.9281489421605374,1.0,True,0.0,35:2,False,False,0.05,1,0.0013696225549092505,0.0013696225549092505,4096,12,0.01,8,True,0.005313864825534051,0.0007669903187426925,0.0006642331031917563,True,0.02454369260617026
35,6.24788177855921e-17,0.8184226905693446,0.7735415163062423,0.8184226905693446,2,0.37255859375,2.990727752967125e-17,148,2,92,0,65,1,10,True,5.385240661064973e-16,3.365775413165608e-17,66,0.8184226905693447,0.7735415163062423,0.8184226905693447,0.9281489421605374,1.0,True,0.0,35:2,False,False,0.05,1,0.0013696225549092505,0.0013696225549092505,4096,12,0.01,16,True,0.010627729651068101,0.0007669903187426925,0.0006642331031917563,True,0.04908738521234052
35,6.000280813186977e-17,0.8307307756478943,0.7928252943882714,0.8307307756478943,2,0.37255859375,3.1606531500981785e-17,144,6,92,0,63,3,9,True,1.2642612600392714e-16,3.1606531500981785e-17,66,0.8307307756478944,0.7928252943882714,0.8307307756478944,0.9492153248452131,1.0,True,0.0,35:2,False,False,0.05,2,0.00016676448593551496,0.00016676448593551496,4096,12,0.0,4,True,0.009171858393776319,0.002869811072586426,0.0022929645984440796,False,0.06135923151542565
35,6.000280813186977e-17,0.8307307756478943,0.7928252943882714,0.8307307756478943,2,0.37255859375,3.1606531500981785e-17,144,6,92,0,63,3,9,True,2.528522520078543e-16,3.1606531500981785e-17,66,0.8307307756478944,0.7928252943882714,0.8307307756478944,0.9492153248452131,1.0,True,0.0,35:2,False,False,0.05,2,0.00016676448593551496,0.00016676448593551496,4096,12,0.0,8,True,0.018343716787552637,0.002869811072586426,0.0022929645984440796,False,0.1227184630308513
35,6.000280813186977e-17,0.8307307756478943,0.7928252943882714,0.8307307756478943,2,0.37255859375,3.1606531500981785e-17,144,6,92,0,63,3,9,True,5.057045040157086e-16,3.1606531500981785e-17,66,0.8307307756478944,0.7928252943882714,0.8307307756478944,0.9492153248452131,1.0,True,0.0,35:2,False,False,0.05,2,0.00016676448593551496,0.00016676448593551496,4096,12,0.0,16,True,0.036687433575105274,0.002869811072586426,0.0022929645984440796,False,0.2454369260617026
35,6.345737906768723e-17,0.8184226905693446,0.7735415163062423,0.8184226905693446,2,0.37255859375,3.1606531500981785e-17,144,6,92,0,63,3,9,True,1.365026417027011e-16,3.412566042567528e-17,66,0.8184226905693447,0.7735415163062423,0.8184226905693447,0.9297604541001574,1.0,True,0.0,35:2,False,False,0.05,2,0.0013696225549092505,0.0013696225549092505,4096,12,0.01,4,True,0.009171858393776319,0.002869811072586426,0.0022929645984440796,False,0.06135923151542565
35,6.345737906768723e-17,0.8184226905693446,0.7735415163062423,0.8184226905693446,2,0.37255859375,3.1606531500981785e-17,144,6,92,0,63,3,9,True,2.730052834054022e-16,3.412566042567528e-17,66,0.8184226905693447,0.7735415163062423,0.8184226905693447,0.9297604541001574,1.0,True,0.0,35:2,False,False,0.05,2,0.0013696225549092505,0.0013696225549092505,4096,12,0.01,8,True,0.018343716787552637,0.002869811072586426,0.0022929645984440796,False,0.1227184630308513
35,6.345737906768723e-17,0.8184226905693446,0.7735415163062423,0.8184226905693446,2,0.37255859375,3.1606531500981785e-17,144,6,92,0,63,3,9,True,5.460105668108044e-16,3.412566042567528e-17,66,0.8184226905693447,0.7735415163062423,0.8184226905693447,0.9297604541001574,1.0,True,0.0,35:2,False,False,0.05,2,0.0013696225549092505,0.0013696225549092505,4096,12,0.01,16,True,0.036687433575105274,0.002869811072586426,0.0022929645984440796,False,0.2454369260617026
35,1.4342360894674558e-05,0.8307307373293816,0.7928254699078142,0.8307307373293816,2,0.37255859375,8.68223414551327e-06,138,12,92,0,60,6,8,True,3.472893658205308e-05,8.68223414551327e-06,66,0.8307307756478944,0.7928252943882714,0.8307307756478944,0.8259602686531023,0.999999321444982,True,0.0023298985495885725,35:2,False,False,0.05,3,0.0001669585520957022,0.00016676448593551496,4096,12,0.0,4,True,0.024382523826479065,0.0081865879735938,0.006095630956619766,False,0.2086213871524472
35,1.4342360894674558e-05,0.8307307373293816,0.7928254699078142,0.8307307373293816,2,0.37255859375,8.68223414551327e-06,138,12,92,0,60,6,8,True,6.945787316410616e-05,8.68223414551327e-06,66,0.8307307756478944,0.7928252943882714,0.8307307756478944,0.8259602686531023,0.999999321444982,True,0.0032949696561559265,35:2,False,False,0.05,3,0.0001669585520957022,0.00016676448593551496,4096,12,0.0,8,True,0.04876504765295813,0.0081865879735938,0.006095630956619766,False,0.4172427743048944
35,1.4342360894674558e-05,0.8307307373293816,0.7928254699078142,0.8307307373293816,2,0.37255859375,8.68223414551327e-06,138,12,92,0,60,6,8,True,0.00013891574632821232,8.68223414551327e-06,66,0.8307307756478944,0.7928252943882714,0.8307307756478944,0.8259602686531023,0.999999321444982,True,0.004659778127686276,35:2,False,False,0.05,3,0.0001669585520957022,0.00016676448593551496,4096,12,0.0,16,False,0.09753009530591626,0.0081865879735938,0.006095630956619766,False,0.8344855486097889
35,1.3181902066914497e-05,0.8184226012397074,0.7735417354148582,0.8184226012397074,2,0.37255859375,8.68223414551327e-06,138,12,92,0,60,6,8,True,3.217161767390297e-05,8.042904418475743e-06,66,0.8184226905693447,0.7735415163062423,0.8184226905693447,0.8194739972685561,0.9999999961187938,True,0.00017620910736442283,35:2,False,False,0.05,3,0.0013698053251465108,0.0013696225549092505,4096,12,0.01,4,True,0.024382523826479065,0.0081865879735938,0.006095630956619766,False,0.2086213871524472
35,1.3181902066914497e-05,0.8184226012397074,0.7735417354148582,0.8184226012397074,2,0.37255859375,8.68223414551327e-06,138,12,92,0,60,6,8,True,6.434323534780594e-05,8.042904418475743e-06,66,0.8184226905693447,0.7735415163062423,0.8184226905693447,0.8194739972685561,0.9999999961187938,True,0.0002491973076663449,35:2,False,False,0.05,3,0.0013698053251465108,0.0013696225549092505,4096,12,0.01,8,True,0.04876504765295813,0.0081865879735938,0.006095630956619766,False,0.4172427743048944
35,1.3181902066914497e-05,0.8184226012397074,0.7735417354148582,0.8184226012397074,2,0.37255859375,8.68223414551327e-06,138,12,92,0,60,6,8,True,0.0001286864706956119,8.042904418475743e-06,66,0.8184226905693447,0.7735415163062423,0.8184226905693447,0.8194739972685561,0.9999999961187938,True,0.00035241820669558113,35:2,False,False,0.05,3,0.0013698053251465108,0.0013696225549092505,4096,12,0.01,16,False,0.09753009530591626,0.0081865879735938,0.006095630956619766,False,0.8344855486097889
35,0.0,0.0,0.6191111858257561,0.6666491685818337,11,0.37255859375,0.0,150,0,92,0,66,0,11,True,0.0,0.0,66,0.0,0.6191111858257561,0.6666491685818337,0.0,1.0,True,0.0,35:11,False,False,0.05,0,0.00020105126390784466,0.00020105126390784466,4096,12,0.0,4,True,0.0,0.0,0.0,True,0.0
35,0.0,0.0,0.6191111858257561,0.6666491685818337,11,0.37255859375,0.0,150,0,92,0,66,0,11,True,0.0,0.0,66,0.0,0.6191111858257561,0.6666491685818337,0.0,1.0,True,0.0,35:11,False,False,0.05,0,0.00020105126390784466,0.00020105126390784466,4096,12,0.0,8,True,0.0,0.0,0.0,True,0.0
35,0.0,0.0,0.6191111858257561,0.6666491685818337,11,0.37255859375,0.0,150,0,92,0,66,0,11,True,0.0,0.0,66,0.0,0.6191111858257561,0.6666491685818337,0.0,1.0,True,0.0,35:11,False,False,0.05,0,0.00020105126390784466,0.00020105126390784466,4096,12,0.0,16,True,0.0,0.0,0.0,True,0.0
35,0.0,0.0,0.5985494568077749,0.6767496369763801,11,0.37255859375,0.0,150,0,92,0,66,0,11,True,0.0,0.0,66,0.0,0.5985494568077749,0.6767496369763801,0.0,0.9999999999999999,True,2.9802322387695312e-08,35:11,False,False,0.05,0,0.0050596186581960065,0.0050596186581960065,4096,12,0.01,4,True,0.0,0.0,0.0,True,0.0
35,0.0,0.0,0.5985494568077749,0.6767496369763801,11,0.37255859375,0.0,150,0,92,0,66,0,11,True,0.0,0.0,66,0.0,0.5985494568077749,0.6767496369763801,0.0,0.9999999999999999,True,4.2146848510894035e-08,35:11,False,False,0.05,0,0.0050596186581960065,0.0050596186581960065,4096,12,0.01,8,True,0.0,0.0,0.0,True,0.0
35,0.0,0.0,0.5985494568077749,0.6767496369763801,11,0.37255859375,0.0,150,0,92,0,66,0,11,True,0.0,0.0,66,0.0,0.5985494568077749,0.6767496369763801,0.0,0.9999999999999999,True,5.960464477539063e-08,35:11,False,False,0.05,0,0.0050596186581960065,0.0050596186581960065,4096,12,0.01,16,True,0.0,0.0,0.0,True,0.0
35,8.64228815425133e-07,0.0,0.6191111866987284,0.6666491685689845,11,0.37255859375,6.253784969424323e-07,148,2,92,0,65,1,10,True,2.501513987769729e-06,6.253784969424323e-07,66,0.0,0.6191111858257561,0.6666491685818337,0.6909646075540454,0.9999999575512473,True,0.0005827434868588651,35:11,False,False,0.05,1,0.0002011001400331613,0.00020105126390784466,4096,12,0.0,4,True,0.0026569324147727486,0.0007669903187426845,0.0006642331036931871,True,0.01227184630308513
35,8.64228815425133e-07,0.0,0.6191111866987284,0.6666491685689845,11,0.37255859375,6.253784969424323e-07,148,2,92,0,65,1,10,True,5.003027975539458e-06,6.253784969424323e-07,66,0.0,0.6191111858257561,0.6666491685818337,0.6909646075540454,0.9999999575512473,True,0.0008241236724482935,35:11,False,False,0.05,1,0.0002011001400331613,0.00020105126390784466,4096,12,0.0,8,True,0.005313864829545497,0.0007669903187426845,0.0006642331036931871,True,0.02454369260617026
35,8.64228815425133e-07,0.0,0.6191111866987284,0.6666491685689845,11,0.37255859375,6.253784969424323e-07,148,2,92,0,65,1,10,True,1.0006055951078916e-05,6.253784969424323e-07,66,0.0,0.6191111858257561,0.6666491685818337,0.6909646075540454,0.9999999575512473,True,0.0011654866767975855,35:11,False,False,0.05,1,0.0002011001400331613,0.00020105126390784466,4096,12,0.0,16,True,0.010627729659090994,0.0007669903187426845,0.0006642331036931871,True,0.04908738521234052
35,7.93452031970487e-07,0.0,0.5985494652019425,0.67674963681351,11,0.37255859375,6.253784969424323e-07,148,2,92,0,65,1,10,True,2.3041482317657684e-06,5.760370579414421e-07,66,0.0,0.5985494568077749,0.6767496369763801,0.6887161346928018,0.99999999994772,True,2.0450908662529157e-05,35:11,False,False,0.05,1,0.005059664679426985,0.0050596186581960065,4096,12,0.01,4,True,0.0026569324147727486,0.0007669903187426845,0.0006642331036931871,True,0.01227184630308513
35,7.93452031970487e-07,0.0,0.5985494652019425,0.67674963681351,11,0.37255859375,6.253784969424323e-07,148,2,92,0,65,1,10,True,4.608296463531537e-06,5.760370579414421e-07,66,0.0,0.5985494568077749,0.6767496369763801,0.6887161346928018,0.99999999994772,True,2.892195239340215e-05,35:11,False,False,0.05,1,0.005059664679426985,0.0050596186581960065,4096,12,0.01,8,True,0.005313864829545497,0.0007669903187426845,0.0006642331036931871,True,0.02454369260617026
35,7.93452031970487e-07,0.0,0.5985494652019425,0.67674963681351,11,0.37255859375,6.253784969424323e-07,148,2,92,0,65,1,10,True,9.216592927063074e-06,5.760370579414421e-07,66,0.0,0.5985494568077749,0.6767496369763801,0.6887161346928018,0.99999999994772,True,4.0901817325058314e-05,35:11,False,False,0.05,1,0.005059664679426985,0.0050596186581960065,4096,12,0.01,16,True,0.010627729659090994,0.0007669903187426845,0.0006642331036931871,True,0.04908738521234052
35,7.139306652183914e-06,0.0,0.619111202481581,0.6666491680924198,11,0.37255859375,4.7912663381128534e-06,144,6,92,0,63,3,9,True,1.9165065352451414e-05,4.7912663381128534e-06,66,0.0,0.6191111858257561,0.6666491685818337,0.7450333740991624,0.999999431182217,True,0.002133197882138834,35:11,False,False,0.05,2,0.00020141117262766816,0.00020105126390784466,4096,12,0.0,4,True,0.009171858391839571,0.002869811072586457,0.0022929645979598927,False,0.06135923151542565
35,7.139306652183914e-06,0.0,0.619111202481581,0.6666491680924198,11,0.37255859375,4.7912663381128534e-06,144,6,92,0,63,3,9,True,3.833013070490283e-05,4.7912663381128534e-06,66,0.0,0.6191111858257561,0.6666491685818337,0.7450333740991624,0.999999431182217,True,0.003016793944139783,35:11,False,False,0.05,2,0.00020141117262766816,0.00020105126390784466,4096,12,0.0,8,True,0.018343716783679142,0.002869811072586457,0.0022929645979598927,False,0.1227184630308513
35,7.139306652183914e-06,0.0,0.619111202481581,0.6666491680924198,11,0.37255859375,4.7912663381128534e-06,144,6,92,0,63,3,9,True,7.666026140980565e-05,4.7912663381128534e-06,66,0.0,0.6191111858257561,0.6666491685818337,0.7450333740991624,0.999999431182217,True,0.004266381203529642,35:11,False,False,0.05,2,0.00020141117262766816,0.00020105126390784466,4096,12,0.0,16,True,0.036687433567358284,0.002869811072586457,0.0022929645979598927,False,0.2454369260617026
35,6.532228644186818e-06,0.0,0.5985495516039505,0.6767496299387677,11,0.37255859375,4.7912663381128534e-06,144,6,92,0,63,3,9,True,1.7644760288485376e-05,4.411190072121344e-06,66,0.0,0.5985494568077749,0.6767496369763801,0.7404156857205504,0.9999999971655181,True,0.00015058504158602684,35:11,False,False,0.05,2,0.005059957551492342,0.0050596186581960065,4096,12,0.01,4,True,0.009171858391839571,0.002869811072586457,0.0022929645979598927,False,0.06135923151542565
35,6.532228644186818e-06,0.0,0.5985495516039505,0.6767496299387677,11,0.37255859375,4.7912663381128534e-06,144,6,92,0,63,3,9,True,3.528952057697075e-05,4.411190072121344e-06,66,0.0,0.5985494568077749,0.6767496369763801,0.7404156857205504,0.9999999971655181,True,0.0002129594067981486,35:11,False,False,0.05,2,0.005059957551492342,0.0050596186581960065,4096,12,0.01,8,True,0.018343716783679142,0.002869811072586457,0.0022929645979598927,False,0.1227184630308513
35,6.532228644186818e-06,0.0,0.5985495516039505,0.6767496299387677,11,0.37255859375,4.7912663381128534e-06,144,6,92,0,63,3,9,True,7.05790411539415e-05,4.411190072121344e-06,66,0.0,0.5985494568077749,0.6767496369763801,0.7404156857205504,0.9999999971655181,True,0.00030117007801114184,35:11,False,False,0.05,2,0.005059957551492342,0.0050596186581960065,4096,12,0.01,16,True,0.036687433567358284,0.002869811072586457,0.0022929645979598927,False,0.2454369260617026
35,4.28388622962413e-05,0.0,0.6191115379346848,0.6666491560939566,11,0.37255859375,2.6622014808018347e-05,138,12,92,0,60,6,8,True,0.00010648805923207339,2.6622014808018347e-05,66,0.0,0.6191111858257561,0.6666491685818337,0.8045758858818335,0.9999951157595408,True,0.006250860398177463,35:11,False,False,0.05,3,0.00020323263899416197,0.00020105126390784466,4096,12,0.0,4,True,0.024382523826187653,0.008186587973593798,0.006095630956546913,False,0.2086213871524472
35,4.28388622962413e-05,0.0,0.6191115379346848,0.6666491560939566,11,0.37255859375,2.6622014808018347e-05,138,12,92,0,60,6,8,True,0.00021297611846414678,2.6622014808018347e-05,66,0.0,0.6191111858257561,0.6666491685818337,0.8045758858818335,0.9999951157595408,True,0.008839965198783313,35:11,False,False,0.05,3,0.00020323263899416197,0.00020105126390784466,4096,12,0.0,8,True,0.048765047652375305,0.008186587973593798,0.006095630956546913,False,0.4172427743048944
